基金代码,基金名称,日期,净值,近一周,近一月,近三月,近半年,近一年,今年以来,基金的详细链接
008593,天弘沪深300指数增强C,01-26,1.5172,2.54%,12.56%,22.99%,28.63%,52.53%,8.55%,https://www.howbuy.com/fund/008593
161227,国投瑞银深证100指数LOF,01-26,1.7820,3.30%,12.15%,22.98%,29.88%,61.12%,8.00%,https://www.howbuy.com/fund/161227
009013,平安创业板ETF联接C,01-26,1.6216,5.08%,13.68%,22.98%,23.77%,--,9.13%,https://www.howbuy.com/fund/009013
164402,前海开源中航军工指数,01-26,1.1040,-3.24%,3.76%,22.94%,24.12%,63.33%,-3.07%,https://www.howbuy.com/fund/164402
004744,易方达创业板ETF联接C,01-26,3.2158,5.32%,13.76%,22.93%,22.60%,63.50%,9.24%,https://www.howbuy.com/fund/004744
006687,方正富邦深证100ETF联接A,01-26,1.9959,3.23%,12.24%,22.92%,29.43%,61.17%,8.10%,https://www.howbuy.com/fund/006687
159928,汇添富中证主要消费ETF,01-26,5.4636,5.78%,9.83%,22.87%,30.97%,88.62%,4.76%,https://www.howbuy.com/fund/159928
159807,易方达中证科技50ETF,01-26,1.7457,2.31%,11.53%,22.82%,26.02%,--,7.67%,https://www.howbuy.com/fund/159807
159815,招商中证浙江100ETF,01-26,1.1937,5.01%,11.58%,22.81%,--,--,9.11%,https://www.howbuy.com/fund/159815
006688,方正富邦深证100ETF联接C,01-26,1.9510,3.23%,12.20%,22.80%,29.17%,60.52%,8.07%,https://www.howbuy.com/fund/006688
233010,大摩深证300指数增强,01-26,2.5100,3.80%,11.56%,22.80%,26.96%,59.47%,8.00%,https://www.howbuy.com/fund/233010
501311,嘉实港股通新经济指数A,01-26,1.6079,1.16%,12.33%,22.75%,30.14%,51.79%,8.40%,https://www.howbuy.com/fund/501311
161022,富国创业板指数,01-26,1.3450,5.32%,13.60%,22.72%,22.16%,65.20%,9.00%,https://www.howbuy.com/fund/161022
005390,工银创业板ETF联接A,01-26,1.7403,5.24%,13.66%,22.69%,22.32%,63.99%,9.12%,https://www.howbuy.com/fund/005390
006614,嘉实港股通新经济指数C,01-26,1.5948,1.15%,12.29%,22.64%,29.88%,51.19%,8.38%,https://www.howbuy.com/fund/006614
510120,海富通上证非周期ETF,01-26,4.7770,2.80%,10.17%,22.61%,25.25%,54.55%,6.30%,https://www.howbuy.com/fund/510120
110019,易方达深证100ETF联接A,01-26,2.0544,3.23%,12.12%,22.61%,28.92%,59.70%,7.94%,https://www.howbuy.com/fund/110019
005873,建信创业板ETF联接A,01-26,1.9807,5.23%,13.62%,22.58%,24.45%,66.64%,9.15%,https://www.howbuy.com/fund/005873
005391,工银创业板ETF联接C,01-26,1.7138,5.24%,13.62%,22.57%,22.10%,63.41%,9.10%,https://www.howbuy.com/fund/005391
003765,广发创业板ETF联接A,01-26,1.7397,5.35%,13.57%,22.56%,22.73%,63.17%,9.11%,https://www.howbuy.com/fund/003765
159995,华夏国证半导体芯片ETF,01-26,1.3583,-3.77%,13.16%,22.56%,8.38%,34.91%,11.36%,https://www.howbuy.com/fund/159995
004742,易方达深证100ETF联接C,01-26,2.0537,3.23%,12.10%,22.53%,28.76%,59.29%,7.92%,https://www.howbuy.com/fund/004742
003766,广发创业板ETF联接C,01-26,1.7370,5.34%,13.55%,22.49%,22.60%,62.84%,9.10%,https://www.howbuy.com/fund/003766
005874,建信创业板ETF联接C,01-26,1.9700,5.23%,13.58%,22.46%,24.20%,65.96%,9.12%,https://www.howbuy.com/fund/005874
515950,富国中证医药50ETF,01-26,1.8478,7.64%,10.35%,22.37%,22.94%,--,9.32%,https://www.howbuy.com/fund/515950
161604,融通深证100指数A,01-26,2.0600,3.41%,12.05%,22.34%,28.03%,58.74%,7.84%,https://www.howbuy.com/fund/161604
004876,融通深证100指数C,01-26,2.0310,3.41%,12.00%,22.22%,27.74%,58.21%,7.85%,https://www.howbuy.com/fund/004876
159813,鹏华国证半导体芯片指数ETF,01-26,1.2530,-3.53%,13.28%,22.21%,9.52%,--,11.30%,https://www.howbuy.com/fund/159813
159944,广发中证全指原材料ETF,01-26,1.0698,3.14%,9.04%,22.17%,23.56%,43.19%,8.72%,https://www.howbuy.com/fund/159944
159801,广发国证半导体芯片ETF,01-26,1.3437,-3.64%,13.35%,22.10%,8.65%,33.99%,11.45%,https://www.howbuy.com/fund/159801
519116,浦银安盛沪深300指数增强,01-26,2.0190,2.07%,10.71%,21.96%,29.64%,51.30%,7.57%,https://www.howbuy.com/fund/519116
162714,广发深证100指数(LOF)A,01-26,1.9227,3.14%,11.97%,21.84%,27.57%,55.16%,7.87%,https://www.howbuy.com/fund/162714
008249,工银深证100ETF联接A,01-26,1.1909,3.07%,11.85%,21.82%,19.09%,--,7.74%,https://www.howbuy.com/fund/008249
000248,汇添富中证主要消费ETF联接,01-26,3.5674,5.52%,9.53%,21.80%,29.93%,84.56%,4.70%,https://www.howbuy.com/fund/000248
700002,平安深证300指数增强,01-26,2.9130,2.75%,10.84%,21.78%,27.04%,60.85%,7.49%,https://www.howbuy.com/fund/700002
009472,广发深证100指数(LOF)C,01-26,1.9209,3.14%,11.95%,21.78%,27.45%,--,7.85%,https://www.howbuy.com/fund/009472
008250,工银深证100ETF联接C,01-26,1.1896,3.07%,11.83%,21.74%,18.96%,--,7.73%,https://www.howbuy.com/fund/008250
159962,华夏中证四川国改ETF,01-26,1.5985,5.03%,9.45%,21.72%,32.27%,56.76%,6.29%,https://www.howbuy.com/fund/159962
159905,工银深证红利ETF,01-26,2.9294,2.34%,10.97%,21.70%,31.54%,48.87%,6.59%,https://www.howbuy.com/fund/159905
110003,易方达上证50指数A,01-26,2.7118,2.58%,10.41%,21.56%,31.93%,57.50%,6.23%,https://www.howbuy.com/fund/110003
008887,华夏国证半导体芯片ETF联接A,01-26,1.2165,-3.50%,12.67%,21.52%,8.26%,--,10.91%,https://www.howbuy.com/fund/008887
004746,易方达上证50指数C,01-26,2.6864,2.57%,10.38%,21.48%,31.76%,57.11%,6.21%,https://www.howbuy.com/fund/004746
008888,华夏国证半导体芯片ETF联接C,01-26,1.2141,-3.51%,12.64%,21.42%,8.09%,--,10.89%,https://www.howbuy.com/fund/008888
161607,融通巨潮100指数(LOF)A,01-26,1.5370,2.60%,11.71%,21.41%,32.97%,56.44%,7.27%,https://www.howbuy.com/fund/161607
004874,融通巨潮100指数(LOF)C,01-26,1.3560,2.57%,11.60%,21.22%,32.57%,55.87%,7.18%,https://www.howbuy.com/fund/004874
510170,国联安商品ETF,01-26,2.5950,3.72%,3.14%,21.21%,27.96%,50.78%,3.63%,https://www.howbuy.com/fund/510170
159821,中银证券创业板ETF,01-26,1.2110,5.59%,14.19%,21.11%,--,--,9.55%,https://www.howbuy.com/fund/159821
166802,浙商沪深300指数增强LOF,01-26,2.2611,1.48%,10.35%,20.86%,30.53%,59.55%,6.24%,https://www.howbuy.com/fund/166802
740101,长安沪深300非周期指数,01-26,1.8270,3.40%,10.26%,20.83%,26.44%,57.91%,6.72%,https://www.howbuy.com/fund/740101
512280,景顺MSCI中国A股国际通ETF,01-26,1.6828,2.32%,10.16%,20.79%,29.47%,52.76%,6.41%,https://www.howbuy.com/fund/512280
161724,招商中证煤炭等权指数,01-26,1.0473,2.94%,-4.10%,20.78%,23.97%,33.46%,-3.71%,https://www.howbuy.com/fund/161724
512870,南华中证杭州湾区ETF,01-26,1.9659,3.05%,11.86%,20.77%,26.27%,49.35%,9.11%,https://www.howbuy.com/fund/512870
502000,西部利得中证500指增(LOF)A,01-26,1.5726,3.74%,10.49%,20.70%,25.79%,62.15%,7.92%,https://www.howbuy.com/fund/502000
159986,弘毅远方国证消费100ETF,01-26,1.6441,3.64%,10.39%,20.67%,26.33%,57.74%,7.31%,https://www.howbuy.com/fund/159986
003957,安信量化沪深300增强A,01-26,1.9913,1.77%,9.63%,20.66%,31.12%,61.06%,5.89%,https://www.howbuy.com/fund/003957
004513,海富通沪深300指数增强A,01-26,1.6145,2.93%,12.14%,20.59%,31.33%,50.85%,8.37%,https://www.howbuy.com/fund/004513
003958,安信量化沪深300增强C,01-26,1.9684,1.76%,9.61%,20.59%,30.98%,60.73%,5.87%,https://www.howbuy.com/fund/003958
