基金代码,基金名称,日期,净值,近一周,近一月,近三月,近半年,近一年,今年以来,基金的详细链接
007043,前海联合泓鑫混合C,01-26,3.5720,7.44%,16.67%,35.97%,52.87%,126.08%,13.98%,https://www.howbuy.com/fund/007043
000410,益民服务领先混合,01-26,5.6580,6.25%,14.40%,35.94%,47.11%,80.36%,12.62%,https://www.howbuy.com/fund/000410
398021,中海能源策略混合,01-26,1.1036,6.04%,12.01%,35.91%,39.93%,58.59%,11.01%,https://www.howbuy.com/fund/398021
001000,中欧明睿新起点混合,01-26,2.2930,6.31%,12.46%,35.84%,41.63%,72.02%,10.24%,https://www.howbuy.com/fund/001000
377240,上投摩根新兴动力混合A,01-26,6.7710,8.37%,18.56%,35.83%,33.10%,86.17%,17.61%,https://www.howbuy.com/fund/377240
960007,上投摩根新兴动力混合H,01-26,6.7880,8.38%,18.55%,35.81%,33.12%,86.13%,17.62%,https://www.howbuy.com/fund/960007
001384,东方新思路混合A,01-26,1.8834,7.52%,9.61%,35.80%,54.29%,123.44%,4.55%,https://www.howbuy.com/fund/001384
163803,中银增长混合A,01-26,0.7363,8.58%,15.63%,35.75%,41.03%,86.59%,11.31%,https://www.howbuy.com/fund/163803
001385,东方新思路混合C,01-26,1.8424,7.52%,9.58%,35.67%,53.98%,122.57%,4.52%,https://www.howbuy.com/fund/001385
001366,金鹰产业整合混合,01-26,1.7330,2.79%,15.46%,35.60%,53.77%,107.54%,11.59%,https://www.howbuy.com/fund/001366
001623,兴业国企改革混合,01-26,2.8770,4.13%,14.35%,35.52%,49.14%,96.52%,8.00%,https://www.howbuy.com/fund/001623
501077,富国科创主题3年封闭混合,01-26,2.7178,3.81%,16.48%,35.36%,51.18%,102.41%,13.82%,https://www.howbuy.com/fund/501077
000120,中银美丽中国混合,01-26,2.8710,6.29%,15.44%,35.36%,45.74%,87.89%,13.17%,https://www.howbuy.com/fund/000120
001856,易方达环保主题混合,01-26,3.4180,8.03%,10.69%,35.26%,55.36%,120.66%,9.62%,https://www.howbuy.com/fund/001856
000529,广发竞争优势混合,01-26,4.5950,7.64%,13.18%,35.23%,47.80%,116.85%,7.99%,https://www.howbuy.com/fund/000529
008903,广发科技先锋混合,01-26,1.7791,8.36%,17.53%,35.21%,29.11%,77.91%,15.59%,https://www.howbuy.com/fund/008903
169104,东方红睿满沪港深混合LOF,01-26,2.7970,1.75%,13.65%,35.19%,52.76%,84.38%,8.33%,https://www.howbuy.com/fund/169104
005812,鹏华产业精选混合,01-26,2.7001,6.93%,15.58%,35.09%,46.98%,106.70%,8.88%,https://www.howbuy.com/fund/005812
009661,平安研究睿选混合A,01-26,1.3322,7.06%,13.05%,35.08%,35.25%,--,9.34%,https://www.howbuy.com/fund/009661
008174,国泰蓝筹精选混合A,01-26,1.8476,6.47%,15.08%,35.01%,51.41%,--,10.93%,https://www.howbuy.com/fund/008174
001220,民生加银研究精选混合,01-26,1.8220,5.68%,12.89%,34.96%,46.46%,88.03%,9.30%,https://www.howbuy.com/fund/001220
377020,上投摩根内需动力混合,01-26,1.5827,8.65%,14.81%,34.95%,38.05%,85.28%,12.17%,https://www.howbuy.com/fund/377020
009662,平安研究睿选混合C,01-26,1.3280,7.04%,12.99%,34.88%,34.84%,--,9.30%,https://www.howbuy.com/fund/009662
008175,国泰蓝筹精选混合C,01-26,1.8393,6.45%,15.03%,34.85%,51.02%,--,10.89%,https://www.howbuy.com/fund/008175
002537,平安安盈灵活配置混合,01-26,2.3679,5.65%,11.62%,34.82%,33.55%,78.49%,9.24%,https://www.howbuy.com/fund/002537
001267,泰达宏利蓝筹混合,01-26,1.3790,6.40%,11.66%,34.80%,31.46%,72.16%,12.48%,https://www.howbuy.com/fund/001267
217020,招商安达灵活配置混合,01-26,3.1297,4.56%,14.21%,34.80%,36.39%,74.27%,8.90%,https://www.howbuy.com/fund/217020
501091,嘉实瑞熙三年封闭混合A,01-26,1.7538,2.98%,15.28%,34.77%,42.78%,76.31%,11.66%,https://www.howbuy.com/fund/501091
560002,益民红利成长混合,01-26,0.8858,6.85%,10.57%,34.74%,34.99%,93.53%,6.97%,https://www.howbuy.com/fund/560002
166025,中欧远见两年定开混合A,01-26,1.8345,4.08%,15.02%,34.73%,36.57%,65.36%,12.22%,https://www.howbuy.com/fund/166025
002272,新华科技创新主题混合,01-26,1.8160,7.10%,11.75%,34.72%,51.33%,93.19%,9.33%,https://www.howbuy.com/fund/002272
006345,景顺长城集英两年定开混合,01-26,2.3265,7.72%,15.05%,34.67%,52.09%,115.74%,10.10%,https://www.howbuy.com/fund/006345
270007,广发大盘成长混合,01-26,2.5052,7.83%,13.08%,34.67%,44.65%,107.68%,7.77%,https://www.howbuy.com/fund/270007
004263,华安沪港深机会混合,01-26,2.6700,-0.07%,16.24%,34.64%,45.66%,68.67%,9.97%,https://www.howbuy.com/fund/004263
240011,华宝大盘精选混合,01-26,4.3355,5.94%,13.15%,34.60%,47.69%,103.81%,8.28%,https://www.howbuy.com/fund/240011
001215,博时沪港深优质企业混合A,01-26,1.8370,4.32%,18.21%,34.58%,39.17%,58.23%,15.10%,https://www.howbuy.com/fund/001215
007101,中欧远见两年定开混合C,01-26,1.8131,4.07%,14.96%,34.53%,36.17%,64.37%,12.18%,https://www.howbuy.com/fund/007101
009853,中加优势企业混合A,01-26,1.3691,3.62%,15.14%,34.52%,--,--,9.26%,https://www.howbuy.com/fund/009853
501099,平安科技创新3年封闭混合,01-26,1.7348,3.79%,12.72%,34.48%,34.66%,--,9.00%,https://www.howbuy.com/fund/501099
006969,圆信永丰高端制造混合,01-26,2.3203,7.18%,12.90%,34.48%,34.89%,74.12%,10.58%,https://www.howbuy.com/fund/006969
070010,嘉实主题混合,01-26,2.6690,7.15%,16.51%,34.46%,44.56%,95.97%,11.15%,https://www.howbuy.com/fund/070010
002555,博时沪港深优质企业混合C,01-26,1.8670,4.30%,18.16%,34.41%,38.71%,57.29%,15.10%,https://www.howbuy.com/fund/002555
501054,东方红睿泽三年定开混合A,01-26,1.7879,1.70%,14.90%,34.39%,51.55%,85.49%,10.26%,https://www.howbuy.com/fund/501054
004557,北信瑞丰鼎丰混合,01-26,1.4690,6.70%,18.87%,34.39%,33.95%,41.43%,10.82%,https://www.howbuy.com/fund/004557
006121,华安双核驱动混合,01-26,2.7116,8.75%,15.95%,34.36%,44.07%,111.41%,11.21%,https://www.howbuy.com/fund/006121
002939,广发创新升级混合,01-26,3.8181,8.95%,18.17%,34.30%,28.36%,83.18%,16.48%,https://www.howbuy.com/fund/002939
007082,平安高端制造混合A,01-26,2.7590,6.31%,12.16%,34.24%,34.92%,91.12%,8.75%,https://www.howbuy.com/fund/007082
690004,民生加银稳健成长混合,01-26,3.7440,5.35%,8.40%,34.19%,49.04%,96.43%,6.24%,https://www.howbuy.com/fund/690004
009640,中银证券优选龙头混合A,01-26,1.3291,6.64%,16.42%,34.17%,--,--,12.52%,https://www.howbuy.com/fund/009640
009140,永赢竞争力精选混合,01-26,1.6792,2.09%,13.26%,34.14%,49.40%,--,11.95%,https://www.howbuy.com/fund/009140
009189,华宝成长策略混合,01-26,1.5417,3.92%,10.73%,34.14%,42.03%,--,9.17%,https://www.howbuy.com/fund/009189
002694,中银新蓝筹混合,01-26,1.9570,6.13%,14.78%,34.13%,42.85%,75.52%,12.86%,https://www.howbuy.com/fund/002694
001704,国投瑞银进宝混合,01-26,2.9606,3.31%,9.65%,34.10%,45.09%,89.01%,5.86%,https://www.howbuy.com/fund/001704
519196,万家新兴蓝筹混合,01-26,2.1116,2.54%,7.86%,34.02%,45.77%,70.18%,5.19%,https://www.howbuy.com/fund/519196
004573,新华鑫泰灵活配置混合,01-26,1.8650,6.96%,9.95%,34.01%,47.68%,72.81%,7.30%,https://www.howbuy.com/fund/004573
009641,中银证券优选龙头混合C,01-26,1.3265,6.64%,16.38%,34.00%,--,--,12.49%,https://www.howbuy.com/fund/009641
007083,平安高端制造混合C,01-26,2.7096,6.29%,12.08%,33.97%,34.37%,89.60%,8.69%,https://www.howbuy.com/fund/007083
006392,中信保诚创新成长混合,01-26,2.8625,3.90%,17.89%,33.96%,45.42%,101.39%,13.15%,https://www.howbuy.com/fund/006392
005583,易方达港股通红利混合,01-26,1.4088,1.60%,15.80%,33.95%,34.22%,60.73%,12.46%,https://www.howbuy.com/fund/005583
610004,信达澳银中小盘混合,01-26,2.9630,-1.59%,9.01%,33.95%,42.73%,62.36%,5.52%,https://www.howbuy.com/fund/610004
009008,平安科技创新混合A,01-26,1.7636,6.94%,12.54%,33.94%,32.98%,--,8.92%,https://www.howbuy.com/fund/009008
400025,东方新兴成长混合,01-26,3.8675,4.30%,11.41%,33.93%,43.94%,97.98%,5.38%,https://www.howbuy.com/fund/400025
009854,中加优势企业混合C,01-26,1.3608,3.60%,15.06%,33.91%,--,--,9.20%,https://www.howbuy.com/fund/009854
008949,平安匠心优选混合A,01-26,1.4345,8.20%,14.05%,33.84%,32.11%,--,10.06%,https://www.howbuy.com/fund/008949
004390,平安转型创新混合A,01-26,2.3123,6.39%,9.67%,33.81%,35.75%,62.28%,8.10%,https://www.howbuy.com/fund/004390
006537,恒生前海港股通精选混合,01-26,1.4594,4.15%,16.78%,33.80%,35.77%,44.00%,13.37%,https://www.howbuy.com/fund/006537
006039,国富估值优势混合,01-26,2.7202,3.03%,17.86%,33.76%,47.91%,101.32%,14.85%,https://www.howbuy.com/fund/006039
007895,嘉实价值成长混合,01-26,1.9096,2.49%,15.42%,33.73%,42.61%,76.98%,11.68%,https://www.howbuy.com/fund/007895
009009,平安科技创新混合C,01-26,1.7511,6.92%,12.47%,33.68%,32.44%,--,8.87%,https://www.howbuy.com/fund/009009
202027,南方高端装备混合A,01-26,3.5880,3.22%,14.56%,33.68%,42.38%,81.40%,11.22%,https://www.howbuy.com/fund/202027
050009,博时新兴成长混合,01-26,1.3940,3.64%,13.06%,33.65%,31.02%,74.03%,6.01%,https://www.howbuy.com/fund/050009
501088,嘉实瑞虹三年定期混合,01-26,1.7695,3.39%,16.19%,33.60%,38.19%,64.99%,12.38%,https://www.howbuy.com/fund/501088
005642,鹏扬景升混合A,01-26,2.7478,7.37%,14.91%,33.60%,46.19%,106.46%,15.05%,https://www.howbuy.com/fund/005642
008909,创金合信鑫益混合A,01-26,1.7066,3.67%,12.71%,33.58%,40.76%,--,9.56%,https://www.howbuy.com/fund/008909
501087,交银瑞丰混合,01-26,1.9706,6.27%,21.85%,33.57%,38.65%,91.01%,17.53%,https://www.howbuy.com/fund/501087
008950,平安匠心优选混合C,01-26,1.4246,8.19%,13.98%,33.57%,31.58%,--,10.00%,https://www.howbuy.com/fund/008950
004391,平安转型创新混合C,01-26,2.2643,6.38%,9.59%,33.55%,35.21%,60.99%,8.04%,https://www.howbuy.com/fund/004391
166023,中欧瑞丰混合(LOF)A,01-26,1.5478,3.96%,13.64%,33.52%,40.84%,69.45%,11.86%,https://www.howbuy.com/fund/166023
005888,华夏新兴消费混合A,01-26,3.3431,5.55%,12.07%,33.49%,53.64%,116.94%,6.72%,https://www.howbuy.com/fund/005888
008891,安信价值成长混合A,01-26,1.8257,2.73%,14.91%,33.46%,52.37%,--,11.32%,https://www.howbuy.com/fund/008891
519113,浦银安盛精致生活混合,01-26,3.4710,6.70%,11.68%,33.45%,36.87%,59.59%,11.64%,https://www.howbuy.com/fund/519113
008910,创金合信鑫益混合C,01-26,1.7004,3.66%,12.68%,33.45%,40.48%,--,9.53%,https://www.howbuy.com/fund/008910
481006,工银红利混合,01-26,1.2996,4.32%,11.32%,33.44%,39.75%,87.94%,8.11%,https://www.howbuy.com/fund/481006
009312,前海联合价值优选混合A,01-26,1.4396,8.02%,16.62%,33.43%,44.54%,--,14.24%,https://www.howbuy.com/fund/009312
005668,融通新能源汽车主题精选A,01-26,2.7721,4.97%,9.51%,33.40%,55.40%,109.22%,6.46%,https://www.howbuy.com/fund/005668
005207,南方高端装备混合C,01-26,3.5000,3.21%,14.49%,33.38%,41.76%,79.95%,11.15%,https://www.howbuy.com/fund/005207
004740,中欧瑞丰混合(LOF)C,01-26,1.5113,3.95%,13.58%,33.35%,40.53%,68.64%,11.82%,https://www.howbuy.com/fund/004740
162605,景顺长城鼎益混合LOF,01-26,3.4880,6.90%,11.01%,33.35%,49.61%,112.75%,6.07%,https://www.howbuy.com/fund/162605
005847,富国沪港深业绩驱动混合A,01-26,2.3980,4.20%,18.41%,33.34%,40.35%,88.46%,14.67%,https://www.howbuy.com/fund/005847
002683,民生加银前沿科技混合,01-26,2.1240,5.46%,8.20%,33.33%,50.21%,91.35%,6.04%,https://www.howbuy.com/fund/002683
005643,鹏扬景升混合C,01-26,2.6874,7.35%,14.84%,33.33%,45.60%,104.83%,14.98%,https://www.howbuy.com/fund/005643
008892,安信价值成长混合C,01-26,1.8195,2.72%,14.87%,33.33%,52.06%,--,11.28%,https://www.howbuy.com/fund/008892
005889,华夏新兴消费混合C,01-26,3.3065,5.54%,12.02%,33.32%,53.26%,115.89%,6.68%,https://www.howbuy.com/fund/005889
009313,前海联合价值优选混合C,01-26,1.4364,8.02%,16.58%,33.31%,44.25%,--,14.21%,https://www.howbuy.com/fund/009313
006595,广发港股通优质增长混合,01-26,1.8798,1.64%,20.40%,33.28%,28.15%,62.53%,15.45%,https://www.howbuy.com/fund/006595
700003,平安策略先锋混合,01-26,4.0490,6.16%,9.79%,33.28%,35.46%,62.15%,8.47%,https://www.howbuy.com/fund/700003
006642,华泰保兴吉年利混合,01-26,2.2757,5.78%,15.04%,33.25%,35.61%,80.67%,12.46%,https://www.howbuy.com/fund/006642
008273,广发优质生活混合,01-26,1.9756,7.95%,14.77%,33.25%,45.66%,--,9.40%,https://www.howbuy.com/fund/008273
009835,融通新能源汽车主题混合C,01-26,2.7663,4.96%,9.47%,33.23%,--,--,6.42%,https://www.howbuy.com/fund/009835
008962,建信科技创新混合A,01-26,1.4387,2.86%,11.41%,33.21%,42.19%,--,9.34%,https://www.howbuy.com/fund/008962
006768,华安沪港深优选混合,01-26,1.7893,-1.32%,16.97%,33.17%,33.39%,42.37%,11.20%,https://www.howbuy.com/fund/006768
110025,易方达资源行业混合,01-26,1.2370,6.18%,7.01%,33.15%,35.93%,45.53%,6.82%,https://www.howbuy.com/fund/110025
007368,浙商沪港深混合A,01-26,1.8101,1.86%,13.14%,33.14%,46.36%,63.93%,9.13%,https://www.howbuy.com/fund/007368
008063,汇添富大盘核心资产混合,01-26,1.8729,7.50%,21.37%,33.13%,43.42%,90.18%,13.98%,https://www.howbuy.com/fund/008063
007412,景顺长城绩优成长混合,01-26,2.2616,7.29%,14.69%,33.12%,48.18%,115.74%,9.72%,https://www.howbuy.com/fund/007412
169201,浙商鼎盈事件驱动混合LOF,01-26,1.9574,3.42%,12.74%,33.12%,43.95%,72.41%,10.49%,https://www.howbuy.com/fund/169201
006720,平安核心优势混合A,01-26,2.4660,6.62%,13.78%,33.07%,33.34%,82.29%,9.88%,https://www.howbuy.com/fund/006720
005293,诺德新旺混合,01-26,2.0941,10.12%,13.01%,33.06%,42.65%,98.98%,9.23%,https://www.howbuy.com/fund/005293
008963,建信科技创新混合C,01-26,1.4319,2.84%,11.35%,33.04%,41.83%,--,9.30%,https://www.howbuy.com/fund/008963
009993,嘉实前沿创新混合,01-26,1.2892,5.65%,16.59%,33.03%,--,--,10.77%,https://www.howbuy.com/fund/009993
002844,金鹰多元策略混合,01-26,2.0900,4.64%,9.09%,32.99%,32.67%,35.70%,8.11%,https://www.howbuy.com/fund/002844
007369,浙商沪港深混合C,01-26,1.7947,1.86%,13.09%,32.96%,45.97%,63.10%,9.10%,https://www.howbuy.com/fund/007369
002132,广发鑫享混合,01-26,2.6830,3.83%,14.22%,32.95%,47.82%,112.77%,12.45%,https://www.howbuy.com/fund/002132
050010,博时特许价值混合A,01-26,3.7100,2.83%,8.93%,32.93%,30.04%,72.16%,3.92%,https://www.howbuy.com/fund/050010
000924,宝盈先进制造混合A,01-26,2.8110,5.92%,9.89%,32.91%,28.89%,77.75%,9.17%,https://www.howbuy.com/fund/000924
001959,华商乐享互联混合,01-26,1.7690,1.03%,5.17%,32.91%,38.85%,72.59%,4.24%,https://www.howbuy.com/fund/001959
009958,长安鑫悦消费混合A,01-26,1.3405,6.17%,15.56%,32.91%,--,--,9.20%,https://www.howbuy.com/fund/009958
007277,恒生前海消费升级混合,01-26,1.5469,5.60%,12.09%,32.91%,41.08%,55.26%,9.83%,https://www.howbuy.com/fund/007277
006281,万家人工智能混合,01-26,2.4380,4.41%,13.79%,32.83%,49.16%,89.99%,8.43%,https://www.howbuy.com/fund/006281
009880,安信成长动力1年混合,01-26,1.3959,2.45%,14.65%,32.82%,--,--,10.58%,https://www.howbuy.com/fund/009880
006721,平安核心优势混合C,01-26,2.4160,6.61%,13.70%,32.81%,32.81%,80.82%,9.82%,https://www.howbuy.com/fund/006721
630016,华商价值共享混合发起式,01-26,4.1070,7.63%,13.61%,32.78%,34.70%,75.74%,9.00%,https://www.howbuy.com/fund/630016
260104,景顺长城内需增长混合,01-26,14.8150,7.08%,11.76%,32.77%,49.07%,109.10%,7.16%,https://www.howbuy.com/fund/260104
009959,长安鑫悦消费混合C,01-26,1.3382,6.16%,15.52%,32.74%,--,--,9.17%,https://www.howbuy.com/fund/009959
161132,易方达科顺定开混合(LOF),01-26,2.4459,6.21%,12.22%,32.73%,47.10%,91.46%,7.22%,https://www.howbuy.com/fund/161132
005543,银华心诚灵活配置混合,01-26,2.3347,8.69%,16.74%,32.71%,42.71%,106.15%,12.42%,https://www.howbuy.com/fund/005543
519120,浦银安盛新兴产业混合,01-26,3.7890,6.79%,12.30%,32.67%,35.95%,56.76%,12.27%,https://www.howbuy.com/fund/519120
001880,长城中国智造混合A,01-26,2.5427,3.05%,12.98%,32.67%,31.58%,89.34%,9.43%,https://www.howbuy.com/fund/001880
007151,前海开源沪港深聚瑞混合,01-26,1.8530,3.56%,16.52%,32.64%,35.29%,59.76%,13.12%,https://www.howbuy.com/fund/007151
007579,宝盈先进制造混合C,01-26,2.7800,5.90%,9.84%,32.63%,28.35%,76.35%,9.15%,https://www.howbuy.com/fund/007579
005671,前海联合研究优选混合A,01-26,2.1412,6.82%,15.91%,32.62%,49.30%,125.83%,13.06%,https://www.howbuy.com/fund/005671
009380,富安达科技领航混合,01-26,1.2742,8.30%,12.08%,32.59%,32.11%,--,12.03%,https://www.howbuy.com/fund/009380
001276,建信新经济灵活配置混合,01-26,1.6360,5.75%,13.61%,32.58%,43.13%,85.49%,9.65%,https://www.howbuy.com/fund/001276
008065,汇添富中盘积极成长混合A,01-26,1.7050,8.88%,16.61%,32.56%,35.04%,--,12.10%,https://www.howbuy.com/fund/008065
005904,华泰保兴成长优选混合A,01-26,2.7730,5.88%,16.44%,32.56%,35.00%,84.20%,13.80%,https://www.howbuy.com/fund/005904
006364,招商丰韵混合A,01-26,2.5847,4.33%,19.04%,32.56%,41.13%,90.00%,14.37%,https://www.howbuy.com/fund/006364
008955,交银创新领航混合,01-26,1.6561,6.02%,13.28%,32.53%,33.02%,--,10.41%,https://www.howbuy.com/fund/008955
005644,广发沪港深龙头混合,01-26,1.4653,2.66%,24.51%,32.52%,30.60%,52.79%,18.43%,https://www.howbuy.com/fund/005644
010000,长城中国智造混合C,01-26,2.5389,3.04%,12.94%,32.52%,--,--,9.40%,https://www.howbuy.com/fund/010000
007872,金信稳健策略混合,01-26,1.5553,-3.11%,10.57%,32.50%,23.68%,54.39%,7.68%,https://www.howbuy.com/fund/007872
110015,易方达行业领先混合,01-26,5.1160,4.60%,12.32%,32.49%,47.80%,92.57%,9.32%,https://www.howbuy.com/fund/110015
004374,华泰保兴吉年丰混合A,01-26,2.7188,5.18%,15.50%,32.49%,31.78%,77.40%,13.18%,https://www.howbuy.com/fund/004374
260109,景顺长城内需贰号混合,01-26,2.0490,7.17%,10.85%,32.48%,46.95%,105.01%,6.35%,https://www.howbuy.com/fund/260109
519908,华夏兴华混合A,01-26,3.1780,3.75%,8.21%,32.47%,39.63%,70.31%,2.71%,https://www.howbuy.com/fund/519908
004634,前海联合泳涛混合A,01-26,2.5824,7.73%,16.25%,32.45%,41.02%,91.59%,14.22%,https://www.howbuy.com/fund/004634
000870,嘉实新收益混合,01-26,2.6660,8.46%,11.97%,32.44%,33.03%,78.09%,9.85%,https://www.howbuy.com/fund/000870
004375,华泰保兴吉年丰混合C,01-26,2.6932,5.17%,15.48%,32.42%,31.65%,77.03%,13.16%,https://www.howbuy.com/fund/004375
001297,平安智慧中国混合,01-26,1.2950,6.23%,10.97%,32.41%,32.28%,81.37%,7.47%,https://www.howbuy.com/fund/001297
160813,长盛同盛成长优选混合LOF,01-26,1.6260,4.43%,9.94%,32.41%,50.42%,98.29%,8.26%,https://www.howbuy.com/fund/160813
160421,华安智增精选混合LOF,01-26,2.2155,6.71%,12.91%,32.40%,40.07%,72.86%,8.07%,https://www.howbuy.com/fund/160421
000755,富安达新兴成长混合,01-26,2.1308,7.80%,10.42%,32.37%,33.38%,49.03%,11.07%,https://www.howbuy.com/fund/000755
008066,汇添富中盘积极成长混合C,01-26,1.6962,8.88%,16.55%,32.37%,34.63%,--,12.05%,https://www.howbuy.com/fund/008066
005905,华泰保兴成长优选混合C,01-26,2.7438,5.87%,16.38%,32.36%,34.59%,83.09%,13.76%,https://www.howbuy.com/fund/005905
005672,前海联合研究优选混合C,01-26,2.0813,6.81%,15.83%,32.34%,48.70%,124.04%,12.99%,https://www.howbuy.com/fund/005672
004845,南华瑞盈混合发起A,01-26,1.5122,8.83%,14.57%,32.34%,41.78%,75.61%,10.55%,https://www.howbuy.com/fund/004845
007041,前海联合泳涛混合C,01-26,2.5789,7.71%,16.21%,32.32%,40.74%,90.80%,14.19%,https://www.howbuy.com/fund/007041
005535,泰信竞争优选混合,01-26,2.9943,4.17%,16.34%,32.30%,42.11%,102.74%,13.18%,https://www.howbuy.com/fund/005535
006365,招商丰韵混合C,01-26,2.5470,4.31%,18.95%,32.29%,40.58%,88.51%,14.31%,https://www.howbuy.com/fund/006365
002304,平安安心灵活配置混合A,01-26,1.7619,7.05%,12.99%,32.28%,35.83%,61.36%,8.15%,https://www.howbuy.com/fund/002304
007084,天治转型升级混合,01-26,2.2828,8.31%,15.60%,32.27%,40.14%,100.76%,11.60%,https://www.howbuy.com/fund/007084
481010,工银中小盘混合,01-26,3.8240,3.52%,5.99%,32.27%,53.70%,122.58%,5.37%,https://www.howbuy.com/fund/481010
000739,平安新鑫先锋混合A,01-26,2.2340,5.73%,9.89%,32.27%,31.18%,66.97%,9.89%,https://www.howbuy.com/fund/000739
519033,海富通国策导向混合,01-26,2.4600,3.67%,15.55%,32.26%,27.99%,55.99%,13.16%,https://www.howbuy.com/fund/519033
007048,平安安心灵活配置混合C,01-26,1.7610,7.04%,12.97%,32.23%,35.74%,61.18%,8.14%,https://www.howbuy.com/fund/007048
001515,平安新鑫先锋混合C,01-26,2.1750,5.74%,9.90%,32.22%,31.02%,66.41%,9.90%,https://www.howbuy.com/fund/001515
001184,易方达新常态混合,01-26,0.8170,6.38%,13.95%,32.20%,41.35%,78.38%,10.85%,https://www.howbuy.com/fund/001184
005630,华安研究精选混合,01-26,2.5361,9.26%,14.65%,32.17%,33.20%,88.90%,9.92%,https://www.howbuy.com/fund/005630
213001,宝盈鸿利收益混合A,01-26,2.7780,5.71%,9.24%,32.16%,27.55%,77.96%,8.52%,https://www.howbuy.com/fund/213001
004846,南华瑞盈混合发起C,01-26,1.5732,8.83%,14.51%,32.15%,49.30%,85.19%,10.51%,https://www.howbuy.com/fund/004846
001740,光大保德信中国制造混合,01-26,2.4850,3.20%,11.24%,32.12%,50.39%,73.69%,9.37%,https://www.howbuy.com/fund/001740
002846,泓德泓华混合,01-26,3.1030,5.23%,11.45%,32.12%,52.48%,117.30%,8.47%,https://www.howbuy.com/fund/002846
460001,华泰柏瑞盛世中国混合,01-26,0.9021,8.46%,9.61%,32.10%,37.70%,83.17%,7.09%,https://www.howbuy.com/fund/460001
006890,上投摩根领先优选混合,01-26,1.8925,7.18%,17.50%,32.06%,34.40%,66.05%,14.33%,https://www.howbuy.com/fund/006890
450004,国富深化价值混合,01-26,2.9130,4.22%,13.92%,32.05%,45.21%,98.98%,10.93%,https://www.howbuy.com/fund/450004
550015,信诚至远混合A,01-26,2.6714,4.38%,16.01%,32.01%,46.57%,104.85%,11.93%,https://www.howbuy.com/fund/550015
006813,博时汇悦回报混合,01-26,2.1170,4.88%,14.54%,31.97%,36.32%,85.83%,10.79%,https://www.howbuy.com/fund/006813
400007,东方策略成长混合,01-26,5.5804,5.88%,11.55%,31.94%,43.47%,85.59%,5.76%,https://www.howbuy.com/fund/400007
690011,民生加银积极成长混合,01-26,3.1990,4.99%,12.68%,31.92%,46.27%,75.38%,8.92%,https://www.howbuy.com/fund/690011
009539,兴业睿进混合A,01-26,1.3305,5.84%,16.48%,31.92%,--,--,11.39%,https://www.howbuy.com/fund/009539
610005,信达澳银红利回报混合,01-26,1.8230,5.62%,14.39%,31.91%,41.17%,93.01%,9.71%,https://www.howbuy.com/fund/610005
000591,中银健康生活混合,01-26,2.7290,6.35%,14.66%,31.90%,40.67%,60.72%,13.00%,https://www.howbuy.com/fund/000591
550016,信诚至远混合C,01-26,3.8159,4.38%,15.98%,31.89%,46.32%,104.15%,11.91%,https://www.howbuy.com/fund/550016
007581,宝盈鸿利收益混合C,01-26,2.7510,5.69%,9.17%,31.88%,27.07%,76.57%,8.44%,https://www.howbuy.com/fund/007581
009014,泓德睿泽混合,01-26,1.9527,4.94%,12.50%,31.84%,49.08%,--,9.12%,https://www.howbuy.com/fund/009014
168103,九泰锐益定增混合,01-26,1.9340,5.91%,9.64%,31.83%,37.85%,66.15%,7.74%,https://www.howbuy.com/fund/168103
006397,长信内需成长混合E,01-26,3.2230,8.26%,11.56%,31.82%,44.85%,118.72%,6.79%,https://www.howbuy.com/fund/006397
002943,广发多因子混合,01-26,2.3154,9.04%,13.80%,31.81%,41.79%,83.55%,14.27%,https://www.howbuy.com/fund/002943
519979,长信内需成长混合A,01-26,3.4320,8.26%,11.57%,31.80%,45.05%,118.97%,6.78%,https://www.howbuy.com/fund/519979
009540,兴业睿进混合C,01-26,1.3272,5.83%,16.43%,31.76%,--,--,11.35%,https://www.howbuy.com/fund/009540
006529,中欧匠心两年持有期混合A,01-26,1.7740,2.81%,15.17%,31.72%,43.49%,82.44%,10.27%,https://www.howbuy.com/fund/006529
005029,中银产业精选混合,01-26,2.5363,4.88%,16.65%,31.68%,32.88%,88.64%,10.33%,https://www.howbuy.com/fund/005029
009049,易方达高端制造混合发起式,01-26,1.7307,6.43%,11.61%,31.65%,53.28%,--,10.31%,https://www.howbuy.com/fund/009049
002910,易方达供给改革混合,01-26,2.0301,2.35%,16.42%,31.65%,36.41%,105.79%,15.62%,https://www.howbuy.com/fund/002910
006530,中欧匠心两年持有期混合C,01-26,1.7685,2.80%,15.13%,31.58%,43.21%,81.72%,10.24%,https://www.howbuy.com/fund/006530
290004,泰信优质生活混合,01-26,1.3703,4.28%,14.64%,31.54%,45.70%,73.87%,10.33%,https://www.howbuy.com/fund/290004
008861,西部利得港股通新机遇混合A,01-26,1.2945,1.91%,18.62%,31.53%,29.45%,--,12.20%,https://www.howbuy.com/fund/008861
003238,新华外延增长主题混合,01-26,2.6806,3.10%,11.90%,31.47%,35.97%,83.53%,7.41%,https://www.howbuy.com/fund/003238
006122,华安低碳生活混合,01-26,2.5602,3.11%,12.91%,31.42%,40.41%,88.81%,10.41%,https://www.howbuy.com/fund/006122
519110,浦银安盛价值成长混合A,01-26,2.0830,6.77%,11.82%,31.41%,27.90%,64.36%,11.65%,https://www.howbuy.com/fund/519110
