基金代码,基金名称,日期,净值,近一周,近一月,近三月,近半年,近一年,今年以来,基金的详细链接
040033,华安月安鑫短期理财债券A,07-18,<span class="cRed">2.07%</span>,0.04%,0.13%,0.28%,0.64%,2.26%,0.87%,https://www.howbuy.com/fund/040033
040028,华安月月鑫短期理财债券A,07-18,<span class="cRed">1.89%</span>,0.04%,0.23%,0.55%,1.14%,3.00%,1.44%,https://www.howbuy.com/fund/040028
004577,海富通季季通利理财债券A,10-11,<span class="cRed">3.98%</span>,0.02%,0.17%,--,--,--,--,https://www.howbuy.com/fund/004577
004578,海富通季季通利理财债券B,10-11,<span class="cRed">1.83%</span>,0.05%,0.20%,--,--,--,--,https://www.howbuy.com/fund/004578
000133,中银理财21天债券B,07-18,<span class="cRed">2.60%</span>,0.05%,0.18%,0.57%,1.32%,3.14%,1.46%,https://www.howbuy.com/fund/000133
380004,中银理财60天债券B,07-18,<span class="cRed">2.55%</span>,0.05%,0.20%,0.67%,1.44%,3.19%,1.57%,https://www.howbuy.com/fund/380004
000132,中银理财21天债券A,07-18,<span class="cRed">2.27%</span>,0.04%,0.15%,0.50%,1.17%,2.84%,1.31%,https://www.howbuy.com/fund/000132
380003,中银理财60天债券A,07-18,<span class="cRed">2.22%</span>,0.04%,0.17%,0.60%,1.29%,2.88%,1.41%,https://www.howbuy.com/fund/380003
000819,新华财富金30天理财债券,04-29,<span class="cRed">3.22%</span>,0.05%,0.26%,0.87%,1.99%,4.47%,1.31%,https://www.howbuy.com/fund/000819
471021,汇添富理财21天债发起式B,12-21,<span class="cRed">6.19%</span>,0.12%,0.26%,0.68%,1.35%,3.60%,3.31%,https://www.howbuy.com/fund/471021
050129,博时理财30天债券B,08-24,<span class="cRed">0.64%</span>,0.00%,0.04%,0.04%,0.04%,1.39%,0.09%,https://www.howbuy.com/fund/050129
360017,光大添天利短期理财债券A,06-26,<span class="">0.00%</span>,0.01%,0.28%,1.00%,2.29%,4.57%,2.21%,https://www.howbuy.com/fund/360017
360018,光大添天利短期理财债券B,06-26,<span class="">0.00%</span>,0.02%,0.30%,1.06%,2.41%,4.82%,2.33%,https://www.howbuy.com/fund/360018
206016,鹏华月月发短期理财债券A,04-16,<span class="cRed">1.80%</span>,0.03%,0.26%,0.86%,1.67%,3.50%,0.98%,https://www.howbuy.com/fund/206016
080019,长盛添利60天理财债券B,04-14,<span class="cRed">4.70%</span>,0.09%,0.47%,1.07%,1.92%,3.58%,1.24%,https://www.howbuy.com/fund/080019
080018,长盛添利60天理财债券A,04-14,<span class="cRed">4.38%</span>,0.08%,0.44%,1.01%,1.78%,3.30%,1.16%,https://www.howbuy.com/fund/080018
080016,长盛添利30天理财债券A,04-14,<span class="cRed">4.03%</span>,0.08%,0.43%,1.04%,1.93%,3.37%,1.26%,https://www.howbuy.com/fund/080016
000807,信诚3个月理财债券B,03-26,<span class="cRed">2.97%</span>,0.06%,0.28%,0.79%,--,--,0.73%,https://www.howbuy.com/fund/000807
000806,信诚3个月理财债券A,03-26,<span class="cRed">2.97%</span>,0.06%,0.28%,0.79%,--,--,0.73%,https://www.howbuy.com/fund/000806
000671,天弘季加利理财债券B,03-25,<span class="cRed">11.52%</span>,0.22%,0.41%,0.73%,1.54%,--,0.73%,https://www.howbuy.com/fund/000671
000670,天弘季加利理财债券A,03-25,<span class="cRed">11.28%</span>,0.22%,0.39%,0.69%,1.46%,--,0.69%,https://www.howbuy.com/fund/000670
080017,长盛添利30天理财债券B,03-12,<span class="cRed">3.83%</span>,0.07%,0.30%,1.11%,1.87%,3.43%,0.86%,https://www.howbuy.com/fund/080017
040043,华安7日鑫短期理财债券B,01-28,<span class="cRed">2.02%</span>,0.04%,0.21%,0.71%,1.58%,3.57%,0.18%,https://www.howbuy.com/fund/040043
040042,华安7日鑫短期理财债券A,01-28,<span class="cRed">1.73%</span>,0.03%,0.19%,0.64%,1.44%,3.28%,0.16%,https://www.howbuy.com/fund/040042
100007,富国7天理财宝债券A,01-12,<span class="cRed">0.73%</span>,0.01%,0.23%,0.54%,1.19%,3.03%,0.05%,https://www.howbuy.com/fund/100007
020030,国泰6个月短期理财债券B,12-30,<span class="cRed">4.78%</span>,0.09%,0.12%,0.67%,1.80%,3.94%,3.93%,https://www.howbuy.com/fund/020030
000702,广发季季利债券A,12-30,<span class="cRed">4.02%</span>,0.03%,0.08%,--,--,--,--,https://www.howbuy.com/fund/000702
000703,广发季季利债券B,12-30,<span class="cRed">4.02%</span>,0.03%,0.08%,--,--,--,--,https://www.howbuy.com/fund/000703
101007,富国7天理财宝债券B,12-23,<span class="cRed">4.72%</span>,0.09%,0.17%,0.26%,0.77%,2.80%,2.66%,https://www.howbuy.com/fund/101007
519131,海富通季季增利理财债券,12-23,<span class="cRed">3.04%</span>,0.06%,0.29%,0.92%,--,--,--,https://www.howbuy.com/fund/519131
360021,光大保德信添盛双月债券A,11-24,<span class="cRed">0.73%</span>,0.01%,0.26%,0.92%,1.95%,4.62%,3.99%,https://www.howbuy.com/fund/360021
360022,光大保德信添盛双月债券B,11-20,<span class="cRed">2.87%</span>,0.05%,0.33%,1.03%,2.09%,4.90%,4.20%,https://www.howbuy.com/fund/360022
519521,万家14天理财债券双一,05-15,<span class="cRed">0.82%</span>,0.02%,0.10%,0.43%,1.35%,3.20%,0.88%,https://www.howbuy.com/fund/519521
519523,万家14天理财债券双三,05-15,<span class="cRed">0.82%</span>,0.02%,0.10%,0.43%,1.35%,3.20%,0.88%,https://www.howbuy.com/fund/519523
519522,万家14天理财债券双二,05-15,<span class="cRed">0.82%</span>,0.02%,0.10%,0.44%,1.35%,3.21%,0.88%,https://www.howbuy.com/fund/519522
206017,鹏华月月发短期理财债券B,03-16,<span class="cRed">1.70%</span>,0.03%,0.18%,1.01%,2.01%,4.05%,0.72%,https://www.howbuy.com/fund/206017
471028,汇添富理财28天债券A,--,<span class="">--</span>,--,--,--,--,--,--,https://www.howbuy.com/fund/471028
472028,汇添富理财28天债券B,--,<span class="">--</span>,--,--,--,--,--,--,https://www.howbuy.com/fund/472028
001041,南方理财60天债券E,--,--,--,--,--,--,--,--,https://www.howbuy.com/fund/001041
