基金代码,基金名称,日期,净值,近一周,近一月,近三月,近半年,近一年,今年以来,基金的详细链接
005284,华商可转债债券C,01-26,1.4271,0.76%,7.24%,14.83%,18.00%,31.40%,5.37%,https://www.howbuy.com/fund/005284
001752,华商信用增强债券C,01-26,1.0720,0.47%,4.69%,14.78%,17.80%,22.94%,2.78%,https://www.howbuy.com/fund/001752
050019,博时转债增强债券A,01-26,1.9970,3.15%,8.41%,14.57%,15.37%,29.84%,6.73%,https://www.howbuy.com/fund/050019
050119,博时转债增强债券C,01-26,1.9450,3.18%,8.42%,14.48%,15.16%,29.41%,6.69%,https://www.howbuy.com/fund/050119
000014,华夏聚利债券,01-26,1.7200,0.23%,7.63%,13.53%,16.53%,31.00%,4.31%,https://www.howbuy.com/fund/000014
006102,浙商丰利增强债券,01-26,1.5259,1.37%,8.31%,13.37%,20.57%,33.42%,5.86%,https://www.howbuy.com/fund/006102
007316,交银可转债债券A,01-26,1.3363,0.50%,7.24%,13.24%,14.20%,27.38%,4.20%,https://www.howbuy.com/fund/007316
007317,交银可转债债券C,01-26,1.3281,0.50%,7.20%,13.12%,13.97%,26.85%,4.17%,https://www.howbuy.com/fund/007317
050011,博时信用债券A/B,01-26,3.2990,1.48%,5.50%,12.90%,17.86%,23.56%,4.53%,https://www.howbuy.com/fund/050011
005771,银华可转债债券,01-26,1.5544,1.45%,6.22%,12.81%,16.23%,27.40%,4.40%,https://www.howbuy.com/fund/005771
050111,博时信用债券C,01-26,3.2070,1.49%,5.49%,12.80%,17.69%,23.16%,4.50%,https://www.howbuy.com/fund/050111
165509,信诚增强收益债券LOF,01-26,1.3260,2.16%,5.72%,12.65%,19.32%,26.59%,4.90%,https://www.howbuy.com/fund/165509
720002,财通可转债债券A,01-26,1.1518,3.08%,7.87%,12.58%,12.61%,17.19%,6.50%,https://www.howbuy.com/fund/720002
003205,财通可转债债券C,01-26,1.2199,3.07%,7.82%,12.46%,12.24%,16.56%,6.47%,https://www.howbuy.com/fund/003205
003133,易方达裕鑫债券A,01-26,1.4404,2.29%,6.77%,12.28%,15.01%,20.61%,5.32%,https://www.howbuy.com/fund/003133
003134,易方达裕鑫债券C,01-26,1.4452,2.29%,6.75%,12.23%,14.90%,20.37%,5.30%,https://www.howbuy.com/fund/003134
166010,中欧鼎利债券A,01-26,1.2288,2.49%,6.32%,12.04%,13.38%,25.08%,5.11%,https://www.howbuy.com/fund/166010
009519,中欧鼎利债券E,01-26,1.3261,2.49%,6.31%,12.04%,13.38%,--,5.10%,https://www.howbuy.com/fund/009519
519733,交银强化回报债券A,01-26,1.1966,2.84%,6.40%,12.03%,8.00%,8.98%,3.16%,https://www.howbuy.com/fund/519733
009520,中欧鼎利债券C,01-26,1.3226,2.48%,6.28%,11.94%,13.14%,--,5.09%,https://www.howbuy.com/fund/009520
519735,交银强化回报债券C,01-26,1.1738,2.84%,6.37%,11.92%,7.79%,8.48%,3.14%,https://www.howbuy.com/fund/519735
003426,江信添福债券C,01-26,1.2029,-0.04%,0.28%,11.66%,11.33%,11.01%,0.05%,https://www.howbuy.com/fund/003426
004267,金鹰持久增利债券(LOF)E,01-26,1.5103,0.94%,3.00%,11.35%,13.60%,25.05%,2.16%,https://www.howbuy.com/fund/004267
162105,金鹰持久增利债券(LOF)C,01-26,1.4751,0.93%,2.96%,11.24%,13.36%,24.53%,2.13%,https://www.howbuy.com/fund/162105
519967,长信利富债券,01-26,1.3395,1.59%,5.27%,10.78%,12.17%,24.29%,2.83%,https://www.howbuy.com/fund/519967
005121,富国兴利增强债券,01-26,1.3934,1.04%,4.81%,10.57%,12.43%,28.15%,3.18%,https://www.howbuy.com/fund/005121
006140,广发集嘉债券A,01-26,1.3166,0.57%,3.89%,10.56%,11.64%,15.42%,2.48%,https://www.howbuy.com/fund/006140
004993,中欧可转债债券A,01-26,1.5135,1.93%,7.55%,10.56%,12.63%,22.59%,5.65%,https://www.howbuy.com/fund/004993
000067,民生加银转债优选A,01-26,0.9180,2.80%,6.50%,10.47%,9.94%,18.91%,5.64%,https://www.howbuy.com/fund/000067
006141,广发集嘉债券C,01-26,1.3102,0.56%,3.86%,10.46%,11.42%,14.97%,2.46%,https://www.howbuy.com/fund/006141
630009,华商稳定增利债券A,01-26,1.7560,0.40%,3.78%,10.44%,12.06%,19.95%,3.05%,https://www.howbuy.com/fund/630009
004994,中欧可转债债券C,01-26,1.4961,1.91%,7.51%,10.44%,12.40%,22.09%,5.62%,https://www.howbuy.com/fund/004994
630109,华商稳定增利债券C,01-26,1.6820,0.36%,3.70%,10.30%,11.84%,19.38%,3.00%,https://www.howbuy.com/fund/630109
040022,华安可转债债券A,01-26,1.5820,0.89%,5.19%,10.24%,6.96%,19.94%,3.53%,https://www.howbuy.com/fund/040022
000068,民生加银转债优选C,01-26,0.8980,2.63%,6.40%,10.18%,9.65%,18.31%,5.52%,https://www.howbuy.com/fund/000068
040023,华安可转债债券B,01-26,1.5240,0.86%,5.10%,10.12%,6.72%,19.34%,3.46%,https://www.howbuy.com/fund/040023
202105,南方广利回报债券A/B,01-26,1.6360,0.93%,4.60%,9.65%,10.55%,17.50%,3.61%,https://www.howbuy.com/fund/202105
202107,南方广利回报债券C,01-26,1.6490,0.86%,4.50%,9.57%,10.30%,16.97%,3.58%,https://www.howbuy.com/fund/202107
470058,汇添富可转债债券A,01-26,1.8730,2.24%,7.03%,9.53%,10.05%,26.73%,4.93%,https://www.howbuy.com/fund/470058
470059,汇添富可转债债券C,01-26,1.7950,2.22%,7.04%,9.52%,9.85%,26.23%,4.97%,https://www.howbuy.com/fund/470059
006618,长江可转债债券A,01-26,1.3502,2.68%,4.78%,9.22%,9.87%,18.38%,3.61%,https://www.howbuy.com/fund/006618
470010,汇添富多元收益债券A,01-26,1.3380,2.22%,4.45%,9.15%,8.89%,17.09%,3.96%,https://www.howbuy.com/fund/470010
006619,长江可转债债券C,01-26,1.3394,2.67%,4.74%,9.12%,9.64%,17.89%,3.57%,https://www.howbuy.com/fund/006619
470011,汇添富多元收益债券C,01-26,1.3380,2.22%,4.37%,9.06%,8.64%,16.53%,3.96%,https://www.howbuy.com/fund/470011
008452,兴全恒鑫债券A,01-26,1.1453,0.47%,3.68%,8.98%,11.48%,14.60%,2.36%,https://www.howbuy.com/fund/008452
008453,兴全恒鑫债券C,01-26,1.1407,0.47%,3.65%,8.88%,11.26%,14.14%,2.34%,https://www.howbuy.com/fund/008453
003680,华润元大双鑫债券A,01-26,1.1848,2.33%,3.12%,8.86%,9.50%,11.44%,2.73%,https://www.howbuy.com/fund/003680
003723,华润元大双鑫债券C,01-26,1.1715,2.32%,3.09%,8.74%,9.28%,10.95%,2.70%,https://www.howbuy.com/fund/003723
002742,泓德裕祥债券A,01-26,1.3188,1.68%,4.37%,8.68%,11.86%,18.96%,3.09%,https://www.howbuy.com/fund/002742
004222,金信民旺债券A,01-26,1.1624,0.68%,8.33%,8.68%,2.41%,13.12%,5.14%,https://www.howbuy.com/fund/004222
485114,工银添颐债券A,01-26,2.4860,-0.32%,2.26%,8.65%,9.08%,15.79%,1.26%,https://www.howbuy.com/fund/485114
002743,泓德裕祥债券C,01-26,1.2994,1.67%,4.34%,8.58%,11.63%,18.52%,3.07%,https://www.howbuy.com/fund/002743
008006,景顺长城中债3-5年金融债指C,01-26,1.0871,0.01%,2.75%,8.58%,--,--,2.57%,https://www.howbuy.com/fund/008006
004402,金信民旺债券C,01-26,1.1429,0.67%,8.29%,8.57%,2.20%,12.67%,5.10%,https://www.howbuy.com/fund/004402
485014,工银添颐债券B,01-26,2.3470,-0.30%,2.27%,8.56%,8.86%,15.33%,1.25%,https://www.howbuy.com/fund/485014
110027,易方达安心回报债券A,01-26,2.0950,1.80%,4.54%,8.44%,11.20%,18.09%,3.97%,https://www.howbuy.com/fund/110027
675081,西部利得祥盈债券A,01-26,1.4130,2.18%,4.37%,8.38%,9.05%,11.85%,3.01%,https://www.howbuy.com/fund/675081
675083,西部利得祥盈债券C,01-26,1.3647,2.19%,4.36%,8.36%,9.00%,11.74%,3.00%,https://www.howbuy.com/fund/675083
007454,民生加银嘉盈债券,01-26,1.3033,-0.05%,0.36%,8.33%,37.06%,50.58%,0.21%,https://www.howbuy.com/fund/007454
110028,易方达安心回报债券B,01-26,2.0610,1.78%,4.51%,8.30%,10.99%,17.64%,3.93%,https://www.howbuy.com/fund/110028
000047,华夏双债债券A,01-26,1.6000,0.76%,5.33%,8.27%,11.71%,24.58%,3.03%,https://www.howbuy.com/fund/000047
000048,华夏双债债券C,01-26,1.5750,0.77%,5.35%,8.24%,11.52%,24.15%,3.01%,https://www.howbuy.com/fund/000048
530020,建信转债增强债券A,01-26,2.9970,2.18%,4.10%,8.19%,9.42%,18.32%,3.34%,https://www.howbuy.com/fund/530020
320008,诺安增利债券A,01-26,1.8500,1.87%,6.81%,8.19%,9.14%,24.83%,4.70%,https://www.howbuy.com/fund/320008
007032,平安可转债债券A,01-26,1.2070,1.51%,4.31%,8.15%,9.84%,14.13%,2.55%,https://www.howbuy.com/fund/007032
002490,金鹰元祺信用债债券,01-26,1.3406,1.46%,2.98%,8.10%,7.62%,14.83%,2.67%,https://www.howbuy.com/fund/002490
531020,建信转债增强债券C,01-26,2.9030,2.18%,4.05%,8.08%,9.22%,17.86%,3.27%,https://www.howbuy.com/fund/531020
007033,平安可转债债券C,01-26,1.2000,1.51%,4.28%,8.04%,9.61%,13.66%,2.52%,https://www.howbuy.com/fund/007033
320009,诺安增利债券B,01-26,1.7350,1.88%,6.77%,8.03%,8.91%,24.28%,4.71%,https://www.howbuy.com/fund/320009
070015,嘉实多元债券A,01-26,1.3240,0.46%,4.04%,7.99%,9.91%,19.17%,2.84%,https://www.howbuy.com/fund/070015
006147,宝盈融源可转债债券A,01-26,1.2508,3.28%,7.21%,7.92%,-0.15%,16.41%,5.08%,https://www.howbuy.com/fund/006147
070016,嘉实多元债券B,01-26,1.3180,0.46%,3.94%,7.90%,9.79%,18.75%,2.82%,https://www.howbuy.com/fund/070016
006148,宝盈融源可转债债券C,01-26,1.2455,3.28%,7.19%,7.84%,-0.31%,16.05%,5.06%,https://www.howbuy.com/fund/006148
519977,长信可转债A,01-26,1.7884,0.14%,6.23%,7.74%,11.87%,23.95%,4.51%,https://www.howbuy.com/fund/519977
000810,富国收益增强债券A,01-26,1.5380,1.05%,3.36%,7.70%,7.40%,19.69%,2.06%,https://www.howbuy.com/fund/000810
519976,长信可转债C,01-26,1.7315,0.13%,6.19%,7.64%,11.67%,23.50%,4.48%,https://www.howbuy.com/fund/519976
000812,富国收益增强债券C,01-26,1.4950,1.08%,3.39%,7.63%,7.17%,19.12%,2.05%,https://www.howbuy.com/fund/000812
003401,工银可转债债券,01-26,1.4769,0.41%,5.27%,7.63%,9.85%,19.33%,3.36%,https://www.howbuy.com/fund/003401
000171,易方达裕丰回报债券,01-26,2.1270,1.67%,3.35%,7.53%,10.38%,15.16%,3.05%,https://www.howbuy.com/fund/000171
005246,国泰可转债债券,01-26,1.4405,2.32%,5.92%,7.50%,12.58%,23.28%,4.38%,https://www.howbuy.com/fund/005246
000189,易方达丰华债券A,01-26,1.3467,1.74%,3.94%,7.49%,11.67%,20.76%,3.39%,https://www.howbuy.com/fund/000189
008469,朱雀安鑫回报债券A,01-26,1.1344,0.77%,3.29%,7.41%,8.61%,--,2.87%,https://www.howbuy.com/fund/008469
006867,易方达丰华债券C,01-26,1.3364,1.74%,3.91%,7.38%,11.44%,20.28%,3.36%,https://www.howbuy.com/fund/006867
002965,中海合嘉增强收益债券A,01-26,1.2565,-0.27%,4.08%,7.35%,6.84%,22.48%,1.31%,https://www.howbuy.com/fund/002965
008470,朱雀安鑫回报债券C,01-26,1.1325,0.77%,3.26%,7.34%,8.45%,--,2.84%,https://www.howbuy.com/fund/008470
002966,中海合嘉增强收益债券C,01-26,1.2528,-0.29%,4.05%,7.28%,6.72%,22.19%,1.29%,https://www.howbuy.com/fund/002966
008501,鹏扬聚利六个月债券A,01-26,1.1179,0.68%,3.00%,7.22%,9.10%,11.96%,2.04%,https://www.howbuy.com/fund/008501
003510,长盛可转债债券A,01-26,1.3488,1.52%,5.96%,7.20%,9.07%,20.27%,3.91%,https://www.howbuy.com/fund/003510
006738,工银添慧债券A,01-26,1.1910,0.57%,2.77%,7.13%,9.48%,13.47%,2.00%,https://www.howbuy.com/fund/006738
003511,长盛可转债债券C,01-26,1.3510,1.52%,5.93%,7.12%,8.91%,19.91%,3.89%,https://www.howbuy.com/fund/003511
002969,易方达丰和债券,01-26,1.4345,1.90%,3.61%,7.12%,9.96%,14.24%,3.22%,https://www.howbuy.com/fund/002969
008502,鹏扬聚利六个月债券C,01-26,1.1133,0.66%,2.96%,7.11%,8.87%,11.50%,2.02%,https://www.howbuy.com/fund/008502
009758,富国可转换债券C,01-26,2.0290,1.15%,3.94%,7.07%,10.63%,--,2.32%,https://www.howbuy.com/fund/009758
100051,富国可转换债券A,01-26,2.0300,1.15%,3.94%,7.07%,10.69%,18.99%,2.32%,https://www.howbuy.com/fund/100051
006739,工银添慧债券C,01-26,1.1831,0.56%,2.74%,7.03%,9.26%,13.02%,1.97%,https://www.howbuy.com/fund/006739
002586,金鹰添利信用债债券A,01-26,1.2850,0.86%,3.63%,6.99%,9.08%,12.82%,2.72%,https://www.howbuy.com/fund/002586
002587,金鹰添利信用债债券C,01-26,1.2780,0.79%,3.65%,6.95%,8.95%,12.60%,2.73%,https://www.howbuy.com/fund/002587
320004,诺安优化收益债券,01-26,1.5297,0.41%,3.15%,6.93%,8.36%,23.37%,0.98%,https://www.howbuy.com/fund/320004
400016,东方强化收益债券,01-26,1.3304,1.51%,3.52%,6.93%,8.67%,14.21%,2.73%,https://www.howbuy.com/fund/400016
006653,南方畅利定开债券发起式,01-26,1.0819,0.10%,0.76%,6.92%,7.06%,8.69%,0.80%,https://www.howbuy.com/fund/006653
009728,中银证券安泰债券A,01-26,1.0638,1.58%,2.55%,6.76%,--,--,2.24%,https://www.howbuy.com/fund/009728
008044,博远增强回报债券A,01-26,1.0854,1.09%,3.11%,6.75%,6.82%,7.39%,2.45%,https://www.howbuy.com/fund/008044
340001,兴全可转债混合,01-26,1.2172,-0.15%,4.17%,6.72%,11.24%,22.03%,2.40%,https://www.howbuy.com/fund/340001
004651,长信利丰债券E,01-26,1.4010,0.36%,3.55%,6.70%,8.69%,16.07%,2.79%,https://www.howbuy.com/fund/004651
009729,中银证券安泰债券C,01-26,1.0619,1.57%,2.52%,6.67%,--,--,2.21%,https://www.howbuy.com/fund/009729
001031,华夏安康优选债券A,01-26,1.5720,-0.06%,1.48%,6.65%,7.97%,13.91%,0.26%,https://www.howbuy.com/fund/001031
008045,博远增强回报债券C,01-26,1.0802,1.08%,3.06%,6.63%,6.59%,6.95%,2.42%,https://www.howbuy.com/fund/008045
001033,华夏安康优选债券C,01-26,1.5310,0.00%,1.46%,6.62%,7.82%,13.66%,0.26%,https://www.howbuy.com/fund/001033
162215,泰达宏利聚利债券LOF,01-26,1.2740,1.51%,5.29%,6.52%,10.30%,12.44%,3.83%,https://www.howbuy.com/fund/162215
002961,中欧双利债券A,01-26,1.2335,0.73%,3.47%,6.50%,8.40%,13.79%,2.54%,https://www.howbuy.com/fund/002961
510080,长盛全债指数增强债券,01-26,1.4021,1.23%,3.74%,6.48%,7.89%,14.23%,2.70%,https://www.howbuy.com/fund/510080
005991,长信利丰债券A,01-26,1.4000,0.36%,3.63%,6.46%,8.53%,16.05%,2.79%,https://www.howbuy.com/fund/005991
002962,中欧双利债券C,01-26,1.2124,0.72%,3.43%,6.39%,8.18%,13.33%,2.51%,https://www.howbuy.com/fund/002962
009089,嘉实稳固收益债券A,01-26,1.2500,0.81%,3.56%,6.38%,7.02%,--,2.38%,https://www.howbuy.com/fund/009089
290003,泰信双息双利债券,01-26,1.1571,-0.85%,4.35%,6.34%,10.83%,14.92%,1.45%,https://www.howbuy.com/fund/290003
550004,信诚三得益债券A,01-26,1.2370,1.23%,2.49%,6.33%,8.39%,15.60%,1.64%,https://www.howbuy.com/fund/550004
070020,嘉实稳固收益债券C,01-26,1.1960,0.76%,3.55%,6.29%,6.84%,14.13%,2.31%,https://www.howbuy.com/fund/070020
519989,长信利丰债券C,01-26,1.5580,0.32%,3.52%,6.28%,8.27%,15.59%,2.77%,https://www.howbuy.com/fund/519989
007833,长盛稳怡添利债券A,01-26,1.1372,1.00%,3.21%,6.27%,7.88%,13.49%,2.25%,https://www.howbuy.com/fund/007833
006207,泰康裕泰债券A,01-26,1.1769,1.25%,3.94%,6.23%,7.21%,12.84%,3.00%,https://www.howbuy.com/fund/006207
006208,泰康裕泰债券C,01-26,1.1745,1.24%,3.93%,6.20%,7.14%,12.71%,2.99%,https://www.howbuy.com/fund/006208
550005,信诚三得益债券B,01-26,1.2160,1.16%,2.44%,6.18%,8.19%,15.04%,1.59%,https://www.howbuy.com/fund/550005
007834,长盛稳怡添利债券C,01-26,1.1321,0.99%,3.18%,6.16%,7.66%,13.02%,2.21%,https://www.howbuy.com/fund/007834
009407,格林泓远纯债债券A,01-26,1.0623,0.46%,0.26%,6.16%,5.99%,--,0.47%,https://www.howbuy.com/fund/009407
005750,平安双债添益债券A,01-26,1.2767,1.33%,3.68%,6.14%,6.05%,10.80%,2.83%,https://www.howbuy.com/fund/005750
008726,平安添裕债券A,01-26,1.0537,1.30%,3.11%,6.10%,4.67%,--,2.40%,https://www.howbuy.com/fund/008726
003336,长江收益增强债券,01-26,1.2242,1.20%,3.56%,6.07%,7.73%,14.06%,2.37%,https://www.howbuy.com/fund/003336
000054,鹏华双债增利债券,01-26,1.3694,0.91%,3.88%,6.05%,5.56%,11.20%,3.06%,https://www.howbuy.com/fund/000054
005751,平安双债添益债券C,01-26,1.2634,1.32%,3.64%,6.04%,5.84%,10.35%,2.81%,https://www.howbuy.com/fund/005751
470018,汇添富双利债券A,01-26,2.0300,1.10%,3.15%,6.01%,6.84%,15.47%,2.11%,https://www.howbuy.com/fund/470018
008727,平安添裕债券C,01-26,1.0511,1.29%,3.08%,5.99%,4.45%,--,2.37%,https://www.howbuy.com/fund/008727
000143,鹏华双债加利债券,01-26,1.7573,0.95%,3.24%,5.98%,7.77%,16.67%,2.59%,https://www.howbuy.com/fund/000143
002738,泓德裕康债券A,01-26,1.2696,1.02%,2.88%,5.91%,8.51%,17.56%,2.16%,https://www.howbuy.com/fund/002738
090017,大成可转债增强债券,01-26,1.3460,1.51%,5.57%,5.90%,3.38%,14.07%,3.54%,https://www.howbuy.com/fund/090017
002351,易方达裕祥回报债券,01-26,1.6310,0.68%,3.16%,5.84%,10.35%,15.51%,2.64%,https://www.howbuy.com/fund/002351
000692,汇添富双利债券C,01-26,1.8130,1.06%,3.13%,5.84%,6.58%,14.97%,2.08%,https://www.howbuy.com/fund/000692
002739,泓德裕康债券C,01-26,1.2488,1.01%,2.85%,5.83%,8.31%,17.15%,2.14%,https://www.howbuy.com/fund/002739
000045,工银产业债债券A,01-26,1.5320,0.59%,2.75%,5.82%,7.63%,11.67%,1.86%,https://www.howbuy.com/fund/000045
002749,嘉实稳盛债券,01-26,1.1120,0.63%,3.93%,5.80%,6.41%,5.90%,2.77%,https://www.howbuy.com/fund/002749
003458,嘉实稳宏债券A,01-26,1.3661,0.83%,6.88%,5.74%,7.04%,14.53%,3.85%,https://www.howbuy.com/fund/003458
000046,工银产业债债券B,01-26,1.5030,0.54%,2.73%,5.73%,7.37%,11.26%,1.90%,https://www.howbuy.com/fund/000046
002361,国富恒瑞债券A,01-26,1.3520,0.60%,3.76%,5.71%,7.90%,11.18%,2.89%,https://www.howbuy.com/fund/002361
003459,嘉实稳宏债券C,01-26,1.3488,0.81%,6.84%,5.64%,6.84%,14.12%,3.83%,https://www.howbuy.com/fund/003459
519933,长信利发债券,01-26,1.2611,1.22%,2.35%,5.61%,6.47%,16.45%,1.25%,https://www.howbuy.com/fund/519933
000338,鹏华双债保利债券,01-26,1.2740,0.66%,2.78%,5.58%,6.13%,14.33%,2.25%,https://www.howbuy.com/fund/000338
002362,国富恒瑞债券C,01-26,1.3270,0.53%,3.67%,5.57%,7.62%,10.68%,2.87%,https://www.howbuy.com/fund/002362
002459,华夏鼎利债券A,01-26,1.3700,0.15%,2.62%,5.55%,7.03%,24.02%,1.26%,https://www.howbuy.com/fund/002459
000466,融通通瑞债券A,01-26,1.2010,0.25%,1.95%,5.54%,5.91%,11.31%,1.44%,https://www.howbuy.com/fund/000466
000080,天治可转债增强债券A,01-26,1.5330,0.33%,4.64%,5.51%,7.88%,12.39%,2.96%,https://www.howbuy.com/fund/000080
002460,华夏鼎利债券C,01-26,1.3630,0.15%,2.64%,5.50%,6.90%,23.83%,1.26%,https://www.howbuy.com/fund/002460
006149,南方赢元债券,01-26,1.0731,-0.02%,2.35%,5.49%,5.70%,6.37%,1.52%,https://www.howbuy.com/fund/006149
000859,融通通瑞债券C,01-26,1.1560,0.26%,1.94%,5.47%,5.76%,10.94%,1.40%,https://www.howbuy.com/fund/000859
110017,易方达增强回报债券A,01-26,1.3750,0.44%,2.92%,5.47%,10.08%,14.10%,2.08%,https://www.howbuy.com/fund/110017
002412,华富安福债券,01-26,1.2141,0.77%,3.56%,5.44%,8.99%,10.63%,2.27%,https://www.howbuy.com/fund/002412
000385,景顺长城景颐双利债券A,01-26,1.5930,0.31%,2.31%,5.43%,6.13%,9.56%,1.46%,https://www.howbuy.com/fund/000385
008556,易方达裕富债券A,01-26,1.1018,1.49%,3.99%,5.42%,7.39%,--,3.37%,https://www.howbuy.com/fund/008556
470088,汇添富6月红添利定开债券A,01-26,1.1020,0.92%,3.09%,5.38%,6.14%,14.33%,1.94%,https://www.howbuy.com/fund/470088
000081,天治可转债增强债券C,01-26,1.4900,0.27%,4.56%,5.37%,7.58%,11.86%,2.90%,https://www.howbuy.com/fund/000081
000386,景顺长城景颐双利债券C,01-26,1.5490,0.39%,2.31%,5.37%,5.95%,9.16%,1.44%,https://www.howbuy.com/fund/000386
005078,富国宝利增强债券,01-26,1.2328,0.51%,3.05%,5.35%,6.10%,10.38%,1.93%,https://www.howbuy.com/fund/005078
110018,易方达增强回报债券B,01-26,1.3680,0.44%,2.86%,5.34%,9.82%,13.67%,2.01%,https://www.howbuy.com/fund/110018
006563,安信优享纯债债券,01-26,1.0660,-0.12%,5.30%,5.33%,5.92%,6.76%,5.19%,https://www.howbuy.com/fund/006563
008557,易方达裕富债券C,01-26,1.0981,1.49%,3.96%,5.31%,7.17%,--,3.34%,https://www.howbuy.com/fund/008557
470089,汇添富6月红添利定开债券C,01-26,1.0990,0.92%,3.00%,5.29%,5.96%,13.92%,1.95%,https://www.howbuy.com/fund/470089
002786,中融融裕双利债券C,01-26,1.1100,0.73%,2.59%,5.21%,6.83%,13.61%,2.02%,https://www.howbuy.com/fund/002786
002785,中融融裕双利债券A,01-26,1.1310,0.62%,2.54%,5.21%,6.90%,13.90%,1.98%,https://www.howbuy.com/fund/002785
202101,南方宝元债券A,01-26,2.5378,0.29%,2.57%,5.16%,8.12%,15.38%,1.79%,https://www.howbuy.com/fund/202101
630007,华商稳健双利债券A,01-26,1.7730,-0.06%,2.13%,5.16%,5.35%,11.65%,1.43%,https://www.howbuy.com/fund/630007
630107,华商稳健双利债券B,01-26,1.7050,-0.06%,2.16%,5.12%,5.18%,11.22%,1.49%,https://www.howbuy.com/fund/630107
003146,融通通优债券,01-26,1.0740,0.16%,0.11%,5.09%,5.30%,5.80%,0.30%,https://www.howbuy.com/fund/003146
002971,前海开源鼎安债券A,01-26,1.2400,0.57%,2.23%,5.08%,5.71%,11.51%,1.47%,https://www.howbuy.com/fund/002971
206003,鹏华信用增利A,01-26,1.3719,1.25%,2.21%,5.02%,5.60%,11.93%,1.40%,https://www.howbuy.com/fund/206003
310508,申万菱信稳益宝债券,01-26,1.1950,1.62%,2.84%,5.01%,4.46%,14.13%,2.49%,https://www.howbuy.com/fund/310508
006585,南方宝元债券C,01-26,2.5056,0.28%,2.51%,5.00%,7.79%,14.69%,1.74%,https://www.howbuy.com/fund/006585
009745,鹏华中债1-3隐含评级AAA指A,01-26,1.0468,-0.02%,2.11%,4.99%,--,--,-0.08%,https://www.howbuy.com/fund/009745
240018,华宝可转债A,01-26,1.3703,0.31%,4.13%,4.99%,5.67%,18.27%,2.59%,https://www.howbuy.com/fund/240018
000118,广发聚鑫债券A,01-26,1.5300,0.59%,2.30%,4.99%,6.30%,17.76%,1.44%,https://www.howbuy.com/fund/000118
002972,前海开源鼎安债券C,01-26,1.2260,0.57%,2.17%,4.97%,5.51%,11.15%,1.41%,https://www.howbuy.com/fund/002972
008817,华宝可转债C,01-26,1.3668,0.30%,4.11%,4.92%,5.54%,17.97%,2.57%,https://www.howbuy.com/fund/008817
009730,中信保诚安鑫回报债券A,01-26,1.0511,1.21%,2.07%,4.91%,--,--,1.45%,https://www.howbuy.com/fund/009730
206004,鹏华信用增利B,01-26,1.4742,1.24%,2.17%,4.91%,5.39%,11.49%,1.37%,https://www.howbuy.com/fund/206004
002986,泰康丰盈债券,01-26,1.3009,1.07%,3.20%,4.89%,6.27%,10.67%,2.38%,https://www.howbuy.com/fund/002986
350006,天治稳健双盈债券,01-26,1.2431,0.27%,3.17%,4.87%,5.94%,7.20%,1.90%,https://www.howbuy.com/fund/350006
000119,广发聚鑫债券C,01-26,1.5250,0.59%,2.24%,4.86%,6.04%,17.27%,1.38%,https://www.howbuy.com/fund/000119
