基金代码,基金名称,日期,净值,近一周,近一月,近三月,近半年,近一年,今年以来,基金的详细链接
457001,国富亚洲机会股票QDII,01-25,1.9340,7.15%,22.21%,33.40%,42.72%,79.41%,17.59%,https://www.howbuy.com/fund/457001
002230,华夏大中华混合QDII,01-25,2.4250,9.98%,22.54%,33.39%,38.73%,87.11%,17.72%,https://www.howbuy.com/fund/002230
460010,华泰柏瑞亚洲领导混合QDII,01-25,1.9450,7.82%,21.79%,32.95%,34.05%,95.09%,15.91%,https://www.howbuy.com/fund/460010
000934,国富大中华精选混合QDII,01-25,3.0240,7.54%,21.15%,32.75%,42.17%,88.53%,18.03%,https://www.howbuy.com/fund/000934
005698,华夏全球科技先锋混合QDII,01-25,1.7570,9.64%,19.40%,32.64%,39.29%,48.00%,18.49%,https://www.howbuy.com/fund/005698
163208,诺安油气能源QDII-FOF-LOF,01-25,0.5320,-2.21%,9.24%,32.01%,9.24%,-28.59%,9.92%,https://www.howbuy.com/fund/163208
006308,添富全球消费混合(QDII)A,01-25,3.1271,7.40%,17.20%,31.84%,36.32%,110.39%,11.81%,https://www.howbuy.com/fund/006308
006309,添富全球消费混合(QDII)C,01-25,3.0503,7.37%,17.10%,31.50%,35.63%,108.23%,11.73%,https://www.howbuy.com/fund/006309
040021,华安大中华升级股票QDII,01-25,1.9800,6.85%,18.35%,31.30%,31.47%,39.63%,14.12%,https://www.howbuy.com/fund/040021
160644,鹏华港美互联股票,01-25,1.6246,10.80%,21.52%,31.08%,34.24%,65.79%,17.72%,https://www.howbuy.com/fund/160644
100061,富国中国中小盘混合QDII,01-25,3.1760,7.55%,20.90%,31.02%,33.22%,76.94%,16.55%,https://www.howbuy.com/fund/100061
519601,海富通中国海外混合QDII,01-25,2.7110,7.54%,18.80%,30.71%,13.15%,33.94%,15.12%,https://www.howbuy.com/fund/519601
006373,国富科技互联混合人民币,01-25,2.4921,7.14%,17.36%,30.70%,34.72%,70.61%,15.27%,https://www.howbuy.com/fund/006373
008284,易方达医药混合QDII人民币,01-25,1.6484,9.66%,19.98%,30.52%,27.73%,64.82%,16.59%,https://www.howbuy.com/fund/008284
377016,上投摩根亚太优势混合QDII,01-25,1.2420,7.25%,18.17%,30.05%,36.48%,45.77%,13.32%,https://www.howbuy.com/fund/377016
378006,上投全球新兴市场混合QDII,01-25,1.5630,6.35%,16.63%,30.03%,36.03%,41.83%,12.71%,https://www.howbuy.com/fund/378006
040018,华安香港精选股票QDII,01-25,2.5130,7.03%,16.88%,29.87%,38.46%,70.26%,12.69%,https://www.howbuy.com/fund/040018
519602,海富通大中华混合QDII,01-25,1.7660,7.16%,19.24%,29.28%,12.20%,36.16%,15.12%,https://www.howbuy.com/fund/519602
005699,工银新经济混合QDII,01-25,1.5855,8.72%,21.27%,28.65%,29.39%,50.10%,16.86%,https://www.howbuy.com/fund/005699
161127,易标普生物科技QDII-LOF,01-25,2.0702,3.28%,3.68%,27.55%,26.58%,50.87%,10.05%,https://www.howbuy.com/fund/161127
100055,富国全球科技互联网QDII,01-25,3.0650,9.65%,20.75%,26.93%,36.74%,80.15%,16.58%,https://www.howbuy.com/fund/100055
164906,交银海外中国互联网指数,01-25,2.3490,12.77%,21.96%,26.77%,33.39%,67.91%,18.34%,https://www.howbuy.com/fund/164906
004878,添富全球医疗混合QDII现汇,01-25,2.2034,8.98%,15.55%,26.24%,29.55%,73.14%,14.76%,https://www.howbuy.com/fund/004878
000041,华夏全球股票QDII,01-25,1.6160,7.95%,15.10%,26.05%,34.22%,48.53%,15.26%,https://www.howbuy.com/fund/000041
161620,融通核心价值混合QDII,01-25,1.2632,5.79%,14.91%,25.59%,40.54%,83.10%,15.61%,https://www.howbuy.com/fund/161620
070012,嘉实海外中国混合QDII,01-25,1.3400,8.06%,19.62%,25.32%,29.05%,50.30%,15.41%,https://www.howbuy.com/fund/070012
001984,上投摩根生物医药混合QDII,01-25,2.6578,14.07%,20.40%,25.07%,21.07%,76.04%,16.86%,https://www.howbuy.com/fund/001984
160416,华安标普石油指数QDII-LOF,01-25,0.8510,-3.41%,5.06%,24.23%,2.65%,-15.07%,5.32%,https://www.howbuy.com/fund/160416
159822,银华标普中国新经济QDII-ETF,01-25,1.2211,9.61%,19.26%,23.34%,--,--,14.19%,https://www.howbuy.com/fund/159822
519696,交银环球精选混合QDII,01-25,2.6790,5.97%,12.21%,23.00%,26.98%,34.00%,8.54%,https://www.howbuy.com/fund/519696
004877,添富全球医疗混合QDII,01-25,2.1393,8.94%,14.64%,22.67%,20.06%,62.93%,14.00%,https://www.howbuy.com/fund/004877
001668,汇添富全球互联混合QDII,01-25,3.1700,6.38%,12.01%,22.06%,31.86%,68.17%,9.73%,https://www.howbuy.com/fund/001668
470888,汇添富香港优势精选QDII,01-25,1.5300,10.87%,18.97%,22.01%,26.97%,51.49%,15.30%,https://www.howbuy.com/fund/470888
241001,华宝海外中国混合QDII,01-25,2.3470,4.54%,18.48%,21.80%,10.60%,29.24%,15.50%,https://www.howbuy.com/fund/241001
161129,易原油(QDII-LOF-FOF)A,01-25,0.6073,0.48%,6.77%,21.78%,10.42%,-43.55%,6.56%,https://www.howbuy.com/fund/161129
003321,易原油(QDII-LOF-FOF)C,01-25,0.5917,0.48%,6.73%,21.67%,10.25%,-44.29%,6.54%,https://www.howbuy.com/fund/003321
160723,嘉实原油(QDII-LOF-FOF),01-25,0.7136,0.31%,6.76%,21.65%,10.02%,-37.14%,6.49%,https://www.howbuy.com/fund/160723
501018,南方原油(QDII-FOF)A,01-25,0.6199,0.44%,6.66%,21.55%,10.72%,-43.19%,6.48%,https://www.howbuy.com/fund/501018
006476,南方原油(QDII-FOF)C,01-25,0.6183,0.44%,6.64%,21.43%,10.51%,-43.06%,6.46%,https://www.howbuy.com/fund/006476
160216,国泰大宗商品QDII-LOF-FOF,01-25,0.2270,0.89%,6.57%,21.39%,10.19%,-50.11%,6.57%,https://www.howbuy.com/fund/160216
080006,长盛环球行业混合QDII,01-25,1.8750,5.93%,16.53%,21.28%,22.39%,38.79%,10.29%,https://www.howbuy.com/fund/080006
118001,易方达亚洲精选股票QDII,01-25,1.7150,10.50%,17.14%,21.12%,31.22%,65.70%,12.98%,https://www.howbuy.com/fund/118001
160923,大成海外中国机会混合QDII,01-25,1.6040,3.95%,12.09%,20.87%,25.71%,32.45%,7.43%,https://www.howbuy.com/fund/160923
159803,易方达中证ETF(QDII),01-25,1.4546,4.63%,14.99%,20.35%,25.30%,--,11.64%,https://www.howbuy.com/fund/159803
165513,信诚全球商品主题QDII-FOF,01-25,0.3150,0.64%,6.42%,20.23%,8.25%,-21.05%,6.42%,https://www.howbuy.com/fund/165513
378546,上投摩根天然资源混合QDII,01-25,0.7094,-1.25%,4.19%,20.14%,9.98%,-0.64%,4.06%,https://www.howbuy.com/fund/378546
513050,易中证海外中国互联50ETF,01-25,2.4823,13.03%,24.86%,18.96%,30.53%,71.22%,20.22%,https://www.howbuy.com/fund/513050
007813,易方达中证新动能ETF(QDII)A,01-25,1.2515,4.37%,13.98%,18.87%,21.88%,--,10.68%,https://www.howbuy.com/fund/007813
007814,易方达中证新动能ETF(QDII)C,01-25,1.2498,4.38%,13.96%,18.81%,21.75%,--,10.68%,https://www.howbuy.com/fund/007814
008763,天弘越南市场股票(QDII)A,01-25,1.2375,-1.43%,7.75%,18.49%,32.98%,23.81%,6.21%,https://www.howbuy.com/fund/008763
008707,建信富时100指数(QDII)A美元,01-25,0.1206,-0.82%,3.61%,18.47%,13.35%,-5.85%,3.70%,https://www.howbuy.com/fund/008707
008764,天弘越南市场股票(QDII)C,01-25,1.2343,-1.44%,7.72%,18.41%,32.82%,23.49%,6.19%,https://www.howbuy.com/fund/008764
008708,建信富时100指数(QDII)C美元,01-25,0.1206,-0.90%,3.61%,18.35%,13.13%,-6.22%,3.70%,https://www.howbuy.com/fund/008708
001092,广发生物科技指数QDII,01-25,1.3490,3.53%,6.64%,18.23%,10.66%,23.42%,9.32%,https://www.howbuy.com/fund/001092
007280,上投摩根日本精选股票QDII,01-25,1.3338,1.75%,6.25%,18.14%,23.65%,24.62%,3.47%,https://www.howbuy.com/fund/007280
006327,易海外互联网联接(QDII)A,01-25,1.8751,12.00%,22.24%,16.73%,27.41%,62.39%,18.53%,https://www.howbuy.com/fund/006327
006328,易海外互联网联接(QDII)C,01-25,1.8512,11.99%,22.20%,16.62%,27.13%,61.73%,18.50%,https://www.howbuy.com/fund/006328
009225,天弘中证中美互联网指数(QDII)A,01-25,1.3429,10.01%,13.88%,16.34%,24.86%,--,10.13%,https://www.howbuy.com/fund/009225
009226,天弘中证中美互联网指数(QDII)C,01-25,1.3405,9.99%,13.85%,16.26%,24.69%,--,10.10%,https://www.howbuy.com/fund/009226
539003,建信富时100指数(QDII)A,01-25,0.7816,-0.91%,2.77%,15.08%,5.01%,-11.42%,3.03%,https://www.howbuy.com/fund/539003
008706,建信富时100指数(QDII)C,01-25,0.7816,-0.93%,2.75%,14.94%,4.80%,-11.73%,3.00%,https://www.howbuy.com/fund/008706
006778,广发恒生中国企业(QDII)A,01-25,1.0703,2.99%,12.70%,14.79%,11.62%,8.14%,9.46%,https://www.howbuy.com/fund/006778
006779,广发恒生中国企业(QDII)C,01-25,1.0729,2.98%,12.65%,14.66%,11.38%,7.70%,9.42%,https://www.howbuy.com/fund/006779
118002,易方达标普消费品指数A,01-25,2.6180,2.03%,3.68%,14.12%,23.61%,25.87%,1.28%,https://www.howbuy.com/fund/118002
005676,易方达标普全球消费品C,01-25,2.5990,2.04%,3.67%,14.09%,23.47%,25.56%,1.29%,https://www.howbuy.com/fund/005676
006445,华夏全球聚享(QDII-FOF)A,01-25,1.0968,-0.67%,4.34%,13.97%,14.01%,0.37%,3.93%,https://www.howbuy.com/fund/006445
006448,华夏全球聚享(QDII-FOF)C,01-25,1.0882,-0.68%,4.30%,13.85%,13.76%,-0.06%,3.92%,https://www.howbuy.com/fund/006448
006282,上投欧洲动力策略股票QDII,01-25,1.1447,-0.41%,1.98%,13.26%,9.44%,1.16%,0.47%,https://www.howbuy.com/fund/006282
161815,银华抗通胀主题QDIIFOFLOF,01-25,0.4560,0.66%,4.11%,12.87%,7.04%,-4.80%,3.64%,https://www.howbuy.com/fund/161815
164824,工银印度基金人民币,01-25,1.0501,-0.92%,2.48%,12.66%,15.85%,6.08%,0.51%,https://www.howbuy.com/fund/164824
000044,嘉实美国成长股票现汇QDII,01-25,2.6970,4.41%,5.11%,12.61%,26.50%,35.19%,4.45%,https://www.howbuy.com/fund/000044
165510,信诚四国配置QDII-FOF-LOF,01-25,0.8600,2.50%,7.23%,12.42%,13.76%,9.69%,5.65%,https://www.howbuy.com/fund/165510
000834,大成纳斯达克100指数QDII,01-25,3.0140,5.20%,5.31%,12.17%,20.03%,35.22%,3.86%,https://www.howbuy.com/fund/000834
002423,华宝美国消费美元(QDII)A,01-25,0.3194,2.83%,7.61%,12.15%,25.65%,31.28%,5.73%,https://www.howbuy.com/fund/002423
160213,国泰纳斯达克100指数QDII,01-25,5.2930,5.25%,5.25%,12.12%,19.27%,36.56%,3.91%,https://www.howbuy.com/fund/160213
040046,华安纳斯达克100指数QDII,01-25,3.9350,5.24%,5.19%,12.08%,19.57%,39.99%,3.88%,https://www.howbuy.com/fund/040046
270042,广发纳斯达克100指数AQDII,01-25,3.8441,5.61%,5.44%,11.96%,18.99%,34.45%,4.11%,https://www.howbuy.com/fund/270042
513100,国泰纳斯达克100QDII-ETF,01-25,4.4960,5.27%,5.19%,11.95%,19.07%,36.16%,3.86%,https://www.howbuy.com/fund/513100
159941,广发纳指100(QDII-ETF),01-25,2.7196,5.63%,5.44%,11.93%,19.00%,34.73%,4.12%,https://www.howbuy.com/fund/159941
006479,广发纳斯达克100指数C,01-25,3.8216,5.61%,5.42%,11.90%,18.88%,34.21%,4.09%,https://www.howbuy.com/fund/006479
006105,泰达宏利印度股票QDII,01-25,1.1194,-0.04%,3.49%,11.66%,15.86%,2.94%,1.39%,https://www.howbuy.com/fund/006105
519981,长信美国标普100等权指数,01-25,1.4670,0.41%,3.38%,11.56%,17.08%,11.56%,2.23%,https://www.howbuy.com/fund/519981
539002,建信新兴市场混合QDII,01-25,1.0520,4.99%,11.80%,11.32%,11.91%,10.85%,9.13%,https://www.howbuy.com/fund/539002
006555,浦银安盛全球智能科技QDII,01-25,1.6437,3.64%,5.49%,11.29%,19.46%,37.13%,4.55%,https://www.howbuy.com/fund/006555
096001,大成标普500等权重QDII,01-25,1.9400,-0.05%,2.99%,11.13%,13.73%,2.20%,1.99%,https://www.howbuy.com/fund/096001
486001,工银全球股票QDII,01-25,1.6400,5.33%,9.16%,11.06%,15.16%,27.94%,7.25%,https://www.howbuy.com/fund/486001
161130,易纳斯达克100指数,01-25,2.0566,4.94%,4.84%,11.06%,18.09%,33.11%,3.62%,https://www.howbuy.com/fund/161130
513080,华安法国CAC40ETF(QDII),01-25,1.0994,-1.78%,-1.75%,10.98%,6.27%,--,-3.03%,https://www.howbuy.com/fund/513080
183001,银华全球优选QDII-FOF,01-25,1.3000,2.77%,6.73%,10.92%,10.92%,1.40%,4.84%,https://www.howbuy.com/fund/183001
513300,华夏纳斯达克100ETF(QDII),01-25,1.1087,5.08%,5.25%,10.85%,--,--,3.64%,https://www.howbuy.com/fund/513300
202801,南方全球精选配置QDII-FOF,01-25,1.2410,2.48%,6.69%,10.27%,12.64%,22.40%,5.49%,https://www.howbuy.com/fund/202801
161229,国投中国价值QDII-LOF,01-25,1.6920,2.61%,12.13%,9.66%,14.95%,28.67%,8.53%,https://www.howbuy.com/fund/161229
000043,嘉实美国成长股票QDII,01-25,2.8660,4.37%,4.29%,9.43%,17.27%,27.15%,3.77%,https://www.howbuy.com/fund/000043
161128,易标普信息科技QDII-LOF,01-25,2.4181,4.97%,2.89%,9.36%,16.95%,25.43%,2.15%,https://www.howbuy.com/fund/161128
162415,华宝美国消费股票(QDII-LOF)A,01-25,2.0700,2.78%,6.76%,8.95%,16.42%,23.51%,5.02%,https://www.howbuy.com/fund/162415
009975,华宝美国消费股(QDII-LOF)C,01-25,2.0660,2.73%,6.71%,8.85%,--,--,5.03%,https://www.howbuy.com/fund/009975
160125,南方香港优选股票QDII-LOF,01-25,1.4703,1.13%,7.72%,8.48%,10.73%,28.66%,6.19%,https://www.howbuy.com/fund/160125
006285,鹏华全球中短债(QDII)A现汇,01-25,0.1645,1.61%,2.56%,7.87%,9.74%,14.47%,1.98%,https://www.howbuy.com/fund/006285
007729,招商普盛全球(QDII)人民币,01-25,1.1910,0.95%,1.89%,7.80%,13.25%,19.09%,1.23%,https://www.howbuy.com/fund/007729
008321,鹏华全球中短债(QDII)C现汇,01-25,0.1646,1.60%,2.49%,7.79%,9.59%,14.07%,1.98%,https://www.howbuy.com/fund/008321
161125,易标普500指数QDII-LOF,01-25,1.5579,2.12%,3.05%,7.66%,10.35%,7.27%,1.82%,https://www.howbuy.com/fund/161125
003629,上投全球多元配置QDII-FOF,01-25,1.3900,1.02%,2.51%,7.59%,7.01%,7.34%,2.21%,https://www.howbuy.com/fund/003629
513030,华安德国30(DAX)ETF(QDII),01-25,1.1280,-0.79%,-0.62%,7.43%,2.36%,1.81%,-2.34%,https://www.howbuy.com/fund/513030
007721,天弘标普500(QDII-FOF)A,01-25,1.1684,1.78%,2.78%,7.40%,9.99%,8.49%,1.78%,https://www.howbuy.com/fund/007721
007722,天弘标普500(QDII-FOF)C,01-25,1.1641,1.77%,2.75%,7.33%,9.84%,8.17%,1.75%,https://www.howbuy.com/fund/007722
000614,华安德国30DAXETF联接QDII,01-25,1.3270,-0.75%,-0.60%,7.02%,2.31%,10.68%,-2.21%,https://www.howbuy.com/fund/000614
005440,华安全球稳健配置A,01-25,1.1652,2.26%,5.24%,6.91%,5.44%,11.12%,3.55%,https://www.howbuy.com/fund/005440
005441,华安全球稳健配置C,01-25,1.1497,2.24%,5.20%,6.79%,5.21%,10.67%,3.52%,https://www.howbuy.com/fund/005441
160140,南方道琼斯REIT指数A,01-25,0.9688,1.32%,1.89%,6.61%,6.20%,-18.06%,0.58%,https://www.howbuy.com/fund/160140
000369,广发全球医疗保健QDII,01-25,1.7990,1.24%,4.84%,6.58%,2.45%,4.90%,2.92%,https://www.howbuy.com/fund/000369
005613,富时发达市场REITs,01-25,1.0612,1.16%,0.86%,6.57%,5.56%,-18.70%,-0.43%,https://www.howbuy.com/fund/005613
160141,南方道琼斯REIT指数C,01-25,0.9563,1.31%,1.86%,6.50%,6.01%,-18.35%,0.56%,https://www.howbuy.com/fund/160141
001876,鹏华全球高收益债现汇QDII,01-25,0.1868,0.54%,0.59%,6.50%,8.79%,8.23%,0.16%,https://www.howbuy.com/fund/001876
161126,易标普医疗保健QDII-LOF,01-25,1.5869,0.85%,4.24%,6.45%,5.26%,9.23%,3.04%,https://www.howbuy.com/fund/161126
004999,长信全球债券美元QDII,01-25,0.1924,-0.10%,1.32%,6.18%,13.04%,14.66%,1.00%,https://www.howbuy.com/fund/004999
000179,广发美国房地产指数QDII,01-25,1.0360,1.47%,1.77%,6.15%,5.71%,-15.99%,0.68%,https://www.howbuy.com/fund/000179
486002,工银全球精选股票QDII,01-25,2.9340,2.52%,2.48%,6.07%,8.11%,10.51%,1.52%,https://www.howbuy.com/fund/486002
070031,嘉实全球房地产QDII,01-25,1.1010,1.19%,1.31%,5.48%,4.06%,-14.62%,0.47%,https://www.howbuy.com/fund/070031
539001,建信全球机遇混合QDII,01-25,1.6160,3.99%,5.48%,5.14%,6.32%,3.26%,3.66%,https://www.howbuy.com/fund/539001
320017,诺安全球收益不动产QDII,01-25,1.3990,1.82%,2.49%,5.03%,2.64%,-14.43%,1.45%,https://www.howbuy.com/fund/320017
000989,嘉实全球互联网股票现汇,01-25,2.2330,8.35%,8.08%,4.98%,21.23%,46.04%,6.79%,https://www.howbuy.com/fund/000989
206006,鹏华全球中短债(QDII)A,01-25,1.0661,1.57%,1.66%,4.81%,1.69%,7.72%,1.27%,https://www.howbuy.com/fund/206006
000341,嘉实新兴市场债券(QDII)C2,01-25,1.2400,0.16%,-0.24%,4.73%,6.44%,-0.48%,-0.40%,https://www.howbuy.com/fund/000341
008320,鹏华全球中短债(QDII)C,01-25,1.0666,1.56%,1.62%,4.70%,1.51%,7.33%,1.25%,https://www.howbuy.com/fund/008320
000290,鹏华全球高收益债QDII,01-25,1.2108,0.52%,-0.22%,3.46%,0.81%,1.85%,-0.49%,https://www.howbuy.com/fund/000290
004998,长信全球债券QDII,01-25,1.2470,0.17%,0.44%,3.19%,4.77%,7.87%,0.30%,https://www.howbuy.com/fund/004998
004421,汇添富美元债债券A现汇,01-25,1.1574,0.29%,0.39%,2.28%,3.61%,4.51%,0.24%,https://www.howbuy.com/fund/004421
004422,汇添富美元债债券C现汇,01-25,1.1421,0.23%,0.33%,2.26%,3.54%,4.23%,0.18%,https://www.howbuy.com/fund/004422
000988,嘉实全球互联网股票QDII,01-25,2.3740,8.30%,7.23%,2.06%,12.41%,37.46%,6.12%,https://www.howbuy.com/fund/000988
000342,嘉实新兴市场债券(QDII)A1,01-25,1.2930,0.15%,-1.00%,1.89%,-1.15%,-5.90%,-1.07%,https://www.howbuy.com/fund/000342
001061,华夏海外收益债券A(QDII),01-25,1.2810,0.31%,-0.77%,1.67%,-0.70%,-5.67%,-0.77%,https://www.howbuy.com/fund/001061
006283,鹏华美国房地产现汇QDII,01-25,0.1230,3.36%,2.50%,1.65%,2.50%,-24.54%,1.65%,https://www.howbuy.com/fund/006283
002402,南方亚洲美元债券A现汇,01-25,0.1714,0.53%,0.41%,1.60%,0.53%,-1.10%,0.23%,https://www.howbuy.com/fund/002402
001063,华夏海外收益债券C(QDII),01-25,1.2430,0.24%,-0.88%,1.55%,-0.96%,-6.12%,-0.88%,https://www.howbuy.com/fund/001063
002403,南方亚洲美元债券C现汇,01-25,0.1672,0.48%,0.36%,1.46%,0.30%,-1.59%,0.18%,https://www.howbuy.com/fund/002403
008751,大成全球美元债债券(QDII)A,01-25,1.0672,0.50%,-0.26%,1.30%,2.44%,--,-0.22%,https://www.howbuy.com/fund/008751
008752,大成全球美元债债券(QDII)C,01-25,1.0626,0.49%,-0.29%,1.21%,2.38%,--,-0.24%,https://www.howbuy.com/fund/008752
100050,富国全球债券QDII,01-25,1.2135,0.34%,-0.30%,0.27%,-0.50%,3.50%,-0.31%,https://www.howbuy.com/fund/100050
007628,南方全球债券(QDII)A,01-25,0.9415,0.56%,-0.14%,0.20%,-5.02%,-6.42%,-0.14%,https://www.howbuy.com/fund/007628
008367,富国亚洲收益债券QDII,01-25,1.0116,0.39%,-0.25%,0.14%,-0.38%,--,-0.27%,https://www.howbuy.com/fund/008367
