基金代码,基金名称,日期,净值,近一周,近一月,近三月,近半年,近一年,今年以来,基金的详细链接
005960,博时量化价值股票A,01-26,1.4550,1.91%,6.02%,11.22%,14.28%,35.47%,3.79%,https://www.howbuy.com/fund/005960
001637,嘉实腾讯自选股大数据股票,01-26,1.6770,1.70%,8.68%,11.21%,11.21%,41.76%,6.01%,https://www.howbuy.com/fund/001637
010010,国投瑞银港股通6个月定开股票,01-26,1.0743,0.21%,9.08%,11.10%,--,--,6.81%,https://www.howbuy.com/fund/010010
005961,博时量化价值股票C,01-26,1.4251,1.89%,5.94%,11.00%,13.82%,34.38%,3.73%,https://www.howbuy.com/fund/005961
010003,景顺长城电子信息股票A,01-26,1.1136,1.10%,2.96%,10.97%,--,--,0.66%,https://www.howbuy.com/fund/010003
001877,宝盈国家安全沪港深股票,01-26,1.2290,-0.24%,11.22%,10.92%,6.78%,28.69%,9.15%,https://www.howbuy.com/fund/001877
010004,景顺长城电子信息股票C,01-26,1.1119,1.09%,2.93%,10.86%,--,--,0.63%,https://www.howbuy.com/fund/010004
540010,汇丰晋信科技先锋股票,01-26,3.4500,-1.53%,7.48%,10.68%,3.03%,32.74%,4.08%,https://www.howbuy.com/fund/540010
000979,景顺长城沪港深精选股票,01-26,1.5780,2.00%,7.93%,10.43%,18.03%,31.28%,6.41%,https://www.howbuy.com/fund/000979
009899,上银内需增长股票,01-26,1.1075,3.17%,5.12%,10.42%,--,--,3.10%,https://www.howbuy.com/fund/009899
003298,嘉实物流产业股票A,01-26,2.1150,2.77%,5.54%,10.39%,24.63%,44.86%,2.62%,https://www.howbuy.com/fund/003298
003069,光大保德信创业板股票A,01-26,1.6890,3.10%,9.83%,10.36%,17.13%,61.16%,7.00%,https://www.howbuy.com/fund/003069
003299,嘉实物流产业股票C,01-26,2.0930,2.75%,5.49%,10.27%,24.29%,44.25%,2.60%,https://www.howbuy.com/fund/003299
006106,景顺长城量化港股通股票,01-26,1.0491,-0.69%,8.81%,10.19%,8.78%,6.02%,6.07%,https://www.howbuy.com/fund/006106
003070,光大保德信创业板股票C,01-26,1.5495,3.09%,9.74%,10.16%,16.93%,60.44%,6.93%,https://www.howbuy.com/fund/003070
163110,申万菱信量化小盘股票LOF,01-26,2.2671,2.38%,7.79%,9.72%,14.78%,39.44%,5.74%,https://www.howbuy.com/fund/163110
009874,九泰久睿量化股票,01-26,0.9988,3.49%,10.61%,9.63%,--,--,8.05%,https://www.howbuy.com/fund/009874
007133,嘉实长青竞争优势股票A,01-26,1.5354,0.01%,7.75%,9.51%,14.61%,39.11%,5.46%,https://www.howbuy.com/fund/007133
005970,国泰消费优选股票,01-26,1.9401,4.26%,6.33%,9.49%,22.10%,58.14%,3.67%,https://www.howbuy.com/fund/005970
007134,嘉实长青竞争优势股票C,01-26,1.5190,0.00%,7.70%,9.38%,14.32%,38.42%,5.43%,https://www.howbuy.com/fund/007134
005620,中欧品质消费股票A,01-26,2.2852,2.95%,13.05%,9.24%,9.28%,86.02%,10.41%,https://www.howbuy.com/fund/005620
001541,汇添富民营新动力股票,01-26,1.6740,1.03%,6.69%,9.20%,10.06%,46.58%,3.46%,https://www.howbuy.com/fund/001541
005621,中欧品质消费股票C,01-26,2.2476,2.93%,12.97%,9.01%,8.84%,84.53%,10.34%,https://www.howbuy.com/fund/005621
000326,南方中小盘成长股票,01-26,1.6828,3.32%,8.33%,8.95%,17.87%,50.86%,5.76%,https://www.howbuy.com/fund/000326
005983,上投摩根核心精选股票,01-26,2.0840,1.13%,9.28%,8.47%,22.57%,54.58%,5.90%,https://www.howbuy.com/fund/005983
001849,前海开源强势共识100强,01-26,1.7420,1.93%,5.00%,8.33%,12.75%,42.32%,2.65%,https://www.howbuy.com/fund/001849
007853,华商计算机行业量化股票,01-26,1.3579,-0.63%,10.97%,8.30%,2.80%,32.48%,3.25%,https://www.howbuy.com/fund/007853
005035,银华信息科技量化股票A,01-26,1.2944,-1.65%,8.16%,8.25%,6.34%,25.17%,4.49%,https://www.howbuy.com/fund/005035
008107,华商医药医疗行业股票,01-26,1.5204,7.14%,5.04%,8.20%,3.18%,50.68%,4.12%,https://www.howbuy.com/fund/008107
005036,银华信息科技量化股票C,01-26,1.2927,-1.67%,8.12%,8.14%,6.12%,24.66%,4.45%,https://www.howbuy.com/fund/005036
000916,前海开源股息率100强股票,01-26,1.5670,-0.95%,3.50%,7.92%,15.14%,33.36%,1.56%,https://www.howbuy.com/fund/000916
006195,国金量化多因子股票,01-26,1.4216,-1.23%,4.34%,7.84%,15.26%,23.67%,2.49%,https://www.howbuy.com/fund/006195
009898,民生加银医药健康股票,01-26,1.0687,4.80%,3.90%,7.81%,--,--,3.75%,https://www.howbuy.com/fund/009898
006138,国联安价值优选股票,01-26,1.9457,-2.09%,3.13%,7.64%,14.31%,46.46%,2.17%,https://www.howbuy.com/fund/006138
009043,九泰久信量化股票,01-26,1.2964,3.46%,10.88%,7.41%,11.00%,--,8.31%,https://www.howbuy.com/fund/009043
000457,上投摩根核心成长股票,01-26,2.6602,0.21%,8.16%,7.34%,20.32%,51.58%,5.87%,https://www.howbuy.com/fund/000457
001223,鹏华文化传媒娱乐股票,01-26,1.4750,1.24%,6.42%,7.12%,7.35%,25.21%,2.01%,https://www.howbuy.com/fund/001223
006346,安信量化优选股票A,01-26,2.1228,3.81%,8.94%,7.09%,12.69%,51.86%,7.25%,https://www.howbuy.com/fund/006346
005662,嘉实金融精选股票A,01-26,1.4860,-3.63%,8.38%,7.08%,13.57%,18.56%,4.45%,https://www.howbuy.com/fund/005662
001208,诺安低碳经济股票A,01-26,1.8050,-1.58%,4.88%,7.06%,18.05%,38.53%,2.67%,https://www.howbuy.com/fund/001208
006347,安信量化优选股票C,01-26,2.1056,3.81%,8.90%,6.98%,12.45%,51.21%,7.22%,https://www.howbuy.com/fund/006347
005663,嘉实金融精选股票C,01-26,1.4645,-3.63%,8.33%,6.94%,13.28%,17.94%,4.41%,https://www.howbuy.com/fund/005663
167702,德邦量化优选股票(LOF)A,01-26,1.6665,-0.33%,4.37%,6.93%,11.55%,35.60%,2.21%,https://www.howbuy.com/fund/167702
002334,汇丰晋信大盘波动股票A,01-26,1.5113,-0.77%,3.27%,6.89%,8.80%,14.32%,1.97%,https://www.howbuy.com/fund/002334
167703,德邦量化优选股票(LOF)C,01-26,1.6339,-0.33%,4.35%,6.86%,11.41%,35.24%,2.20%,https://www.howbuy.com/fund/167703
002335,汇丰晋信大盘波动股票C,01-26,1.4766,-0.78%,3.23%,6.75%,8.53%,13.74%,1.93%,https://www.howbuy.com/fund/002335
009891,融通产业趋势臻选股票,01-26,1.0368,1.67%,6.31%,6.72%,--,--,3.63%,https://www.howbuy.com/fund/009891
000586,景顺中小板创业板精选股票,01-26,2.4050,0.42%,2.87%,6.60%,8.68%,24.61%,0.50%,https://www.howbuy.com/fund/000586
000978,景顺长城量化精选股票,01-26,1.6850,1.38%,5.71%,6.58%,10.20%,32.47%,4.08%,https://www.howbuy.com/fund/000978
001050,汇添富成长多因子量化股票,01-26,1.7650,2.50%,6.39%,6.33%,9.90%,41.54%,4.56%,https://www.howbuy.com/fund/001050
005457,景顺长城量化小盘股票,01-26,1.4367,0.93%,4.53%,6.20%,10.63%,43.67%,3.26%,https://www.howbuy.com/fund/005457
004891,华润元大成长精选股票A,01-26,1.1836,2.05%,4.60%,6.02%,4.44%,--,3.34%,https://www.howbuy.com/fund/004891
004892,华润元大成长精选股票C,01-26,1.1810,2.05%,4.57%,5.95%,4.30%,--,3.31%,https://www.howbuy.com/fund/004892
001178,前海开源再融资股票,01-26,1.5790,0.25%,3.23%,5.92%,3.01%,22.09%,0.96%,https://www.howbuy.com/fund/001178
008134,鹏华优选价值股票,01-26,1.1571,-3.94%,5.88%,5.82%,6.72%,18.29%,1.74%,https://www.howbuy.com/fund/008134
320020,诺安策略精选股票,01-26,1.6702,-1.60%,4.14%,5.75%,13.97%,31.70%,2.37%,https://www.howbuy.com/fund/320020
519975,长信量化中小盘股票,01-26,1.3450,3.38%,9.71%,5.57%,8.47%,50.28%,7.60%,https://www.howbuy.com/fund/519975
009805,国泰医药健康股票A,01-26,1.0011,1.87%,7.88%,5.05%,--,--,6.10%,https://www.howbuy.com/fund/009805
002871,华夏智胜价值成长股票A,01-26,1.1963,0.54%,5.87%,5.03%,7.01%,28.25%,3.95%,https://www.howbuy.com/fund/002871
002872,华夏智胜价值成长股票C,01-26,1.1931,0.54%,5.85%,4.97%,6.88%,27.95%,3.95%,https://www.howbuy.com/fund/002872
002210,创金合信量化多因子股票A,01-26,1.6504,-0.19%,4.25%,4.79%,8.75%,37.53%,1.51%,https://www.howbuy.com/fund/002210
006818,安信盈利驱动股票A,01-26,1.6823,-3.19%,3.33%,4.61%,16.66%,42.59%,0.92%,https://www.howbuy.com/fund/006818
003865,创金合信量化多因子股票C,01-26,1.6042,-0.19%,4.19%,4.60%,8.35%,36.50%,1.47%,https://www.howbuy.com/fund/003865
006819,安信盈利驱动股票C,01-26,1.6694,-3.20%,3.29%,4.50%,16.42%,42.00%,0.88%,https://www.howbuy.com/fund/006819
000893,工银创新动力股票,01-26,0.8220,-2.72%,1.73%,4.45%,14.01%,31.31%,0.24%,https://www.howbuy.com/fund/000893
008230,九泰天辰量化新动力股票,01-26,1.3980,3.37%,9.83%,4.34%,8.36%,--,8.24%,https://www.howbuy.com/fund/008230
001678,英大国企改革股票,01-26,1.6750,-1.48%,0.67%,4.33%,22.44%,35.14%,0.04%,https://www.howbuy.com/fund/001678
009039,九泰久远量化驱动股票A,01-26,1.2838,3.19%,9.54%,4.26%,6.45%,--,7.56%,https://www.howbuy.com/fund/009039
009040,九泰久远量化驱动股票C,01-26,1.2759,3.17%,9.45%,4.04%,6.02%,--,7.49%,https://www.howbuy.com/fund/009040
001583,安信新常态股票,01-26,1.3900,-3.07%,3.19%,3.65%,12.64%,26.02%,1.09%,https://www.howbuy.com/fund/001583
002621,中欧消费主题股票A,01-26,2.9960,1.84%,9.78%,3.60%,0.57%,66.91%,7.08%,https://www.howbuy.com/fund/002621
002697,中欧消费主题股票C,01-26,2.9810,1.81%,9.72%,3.40%,0.17%,65.61%,7.04%,https://www.howbuy.com/fund/002697
002952,建信多因子量化股票,01-26,1.4042,-5.87%,1.71%,3.23%,4.38%,32.30%,-1.49%,https://www.howbuy.com/fund/002952
167705,德邦量化新锐股票(LOF)A,01-26,1.3277,1.30%,3.11%,3.04%,4.85%,27.21%,1.79%,https://www.howbuy.com/fund/167705
167706,德邦量化新锐股票(LOF)C,01-26,1.3180,1.30%,3.08%,2.98%,4.72%,26.89%,1.78%,https://www.howbuy.com/fund/167706
007831,博道伍佰智航股票A,01-26,1.4331,3.53%,7.55%,2.59%,5.98%,37.24%,6.03%,https://www.howbuy.com/fund/007831
007832,博道伍佰智航股票C,01-26,1.4273,3.51%,7.51%,2.51%,5.80%,36.82%,6.00%,https://www.howbuy.com/fund/007832
