基金代码,基金名称,日期,净值,近一周,近一月,近三月,近半年,近一年,今年以来,基金的详细链接
150208,招商沪深300地产等权重B,12-31,0.7156,5.31%,-16.28%,-13.75%,-6.22%,-21.76%,-21.76%,https://www.howbuy.com/fund/150208
150204,鹏华传媒分级B,12-31,1.1000,5.87%,-7.95%,-16.67%,-14.46%,8.91%,8.91%,https://www.howbuy.com/fund/150204
150308,富国中证体育产业分级B,12-31,0.9460,4.99%,-9.99%,-23.40%,-25.75%,1.64%,1.64%,https://www.howbuy.com/fund/150308
150222,前海开源中航军工指数B,12-30,1.1470,9.87%,29.46%,42.48%,114.68%,128.39%,127.91%,https://www.howbuy.com/fund/150222
502005,易方达军工分级B,12-30,1.7797,6.43%,15.10%,24.66%,106.42%,153.74%,153.13%,https://www.howbuy.com/fund/502005
150019,银华锐进,12-30,2.0070,4.21%,12.19%,23.58%,45.65%,86.70%,84.30%,https://www.howbuy.com/fund/150019
150276,安信一带一路分级B,12-30,1.4980,3.24%,1.28%,20.61%,46.00%,26.52%,24.42%,https://www.howbuy.com/fund/150276
150124,建信央视财经50指数分级B,12-30,1.4422,3.29%,3.93%,20.35%,48.93%,60.96%,59.71%,https://www.howbuy.com/fund/150124
502008,易方达国企改革分级B,12-30,1.9276,3.70%,5.07%,20.20%,56.54%,72.71%,71.48%,https://www.howbuy.com/fund/502008
502050,易方达上证50指数分级B,12-30,1.4871,3.63%,4.86%,18.34%,51.36%,49.14%,49.16%,https://www.howbuy.com/fund/502050
150260,易方达重组指数分级B,12-30,1.3264,-3.37%,-1.08%,4.24%,10.47%,48.72%,47.08%,https://www.howbuy.com/fund/150260
150221,前海开源中航军工指数A,12-30,1.0250,0.10%,0.49%,1.59%,3.26%,6.56%,6.56%,https://www.howbuy.com/fund/150221
150123,建信央视财经50指数分级A,12-30,1.0598,0.10%,0.46%,1.43%,2.91%,6.00%,5.98%,https://www.howbuy.com/fund/150123
502004,易方达军工分级A,12-30,1.0217,0.09%,0.36%,1.11%,2.26%,4.52%,4.50%,https://www.howbuy.com/fund/502004
502011,易方达证券公司分级A,12-30,1.0217,0.09%,0.36%,1.11%,2.26%,4.52%,4.50%,https://www.howbuy.com/fund/502011
502049,易方达上证50指数分级A,12-30,1.0321,0.09%,0.36%,1.11%,2.24%,4.52%,4.51%,https://www.howbuy.com/fund/502049
502007,易方达国企改革分级A,12-30,1.0248,0.09%,0.36%,1.10%,2.26%,4.52%,4.50%,https://www.howbuy.com/fund/502007
150259,易方达重组指数分级A,12-30,1.0260,0.08%,0.36%,1.10%,2.24%,4.51%,4.50%,https://www.howbuy.com/fund/150259
150275,安信一带一路分级A,12-30,1.0020,0.10%,0.42%,1.09%,2.28%,4.52%,4.52%,https://www.howbuy.com/fund/150275
502012,易方达证券公司分级B,12-30,1.5879,3.77%,-6.13%,-4.04%,34.49%,31.52%,32.47%,https://www.howbuy.com/fund/502012
150266,中融一带一路分级B,12-25,1.1800,0.00%,0.00%,2.88%,30.53%,22.92%,15.80%,https://www.howbuy.com/fund/150266
168201,中融一带一路分级,12-25,1.1140,0.00%,0.00%,1.74%,15.32%,13.56%,10.19%,https://www.howbuy.com/fund/168201
150265,中融一带一路分级A,12-25,1.0490,0.00%,0.00%,0.58%,1.94%,4.69%,4.59%,https://www.howbuy.com/fund/150265
150220,前海开源健康分级B,12-16,1.0880,2.74%,-2.77%,4.11%,35.06%,143.39%,139.27%,https://www.howbuy.com/fund/150220
150219,前海开源健康分级A,12-16,1.0260,0.10%,0.49%,1.48%,2.95%,6.03%,5.83%,https://www.howbuy.com/fund/150219
150215,国泰深证TMT50指数分级A,12-02,1.0179,0.09%,0.36%,1.11%,2.26%,4.55%,4.19%,https://www.howbuy.com/fund/150215
150216,国泰深证TMT50指数分级B,12-02,0.8787,7.53%,3.30%,-8.71%,28.53%,78.15%,52.63%,https://www.howbuy.com/fund/150216
150013,国联安双禧中证100指数B,12-01,1.7400,2.78%,12.48%,12.11%,62.77%,69.92%,54.80%,https://www.howbuy.com/fund/150013
150012,国联安双禧中证100指数A,12-01,1.0820,0.09%,0.46%,1.22%,2.37%,4.95%,4.44%,https://www.howbuy.com/fund/150012
150191,新华中证环保产业分级B,11-30,1.0880,-3.63%,7.30%,11.20%,65.93%,82.83%,58.36%,https://www.howbuy.com/fund/150191
502042,长盛上证50指数分级B,11-30,1.2220,0.00%,11.29%,7.01%,59.92%,62.97%,48.58%,https://www.howbuy.com/fund/502042
150190,新华中证环保产业分级A,11-30,1.0100,0.10%,0.40%,1.34%,2.73%,5.49%,4.99%,https://www.howbuy.com/fund/150190
502041,长盛上证50指数分级A,11-30,1.0500,0.10%,0.38%,1.25%,2.44%,5.00%,4.58%,https://www.howbuy.com/fund/502041
150169,汇添富恒生指数分级QDIIA,11-30,1.0410,0.10%,0.39%,1.17%,2.26%,4.50%,4.10%,https://www.howbuy.com/fund/150169
150257,易方达生物科技指数分级A,11-30,1.0159,0.09%,0.38%,1.16%,2.29%,4.56%,4.15%,https://www.howbuy.com/fund/150257
150170,汇添富恒生指数分级QDIIB,11-30,1.0910,-0.82%,3.81%,-6.99%,6.34%,-15.10%,-23.11%,https://www.howbuy.com/fund/150170
150258,易方达生物科技指数分级B,11-30,0.7221,-6.22%,-23.17%,-32.36%,11.80%,108.97%,94.74%,https://www.howbuy.com/fund/150258
150218,交银国证新能源指数分级B,11-27,1.0150,1.30%,13.18%,28.94%,95.16%,147.91%,101.19%,https://www.howbuy.com/fund/150218
150168,银华沪深300指数分级B,11-27,1.0000,0.37%,6.96%,8.29%,67.54%,71.20%,55.55%,https://www.howbuy.com/fund/150168
150336,融通军工分级B,11-27,1.4170,2.24%,8.17%,6.14%,98.18%,148.60%,121.75%,https://www.howbuy.com/fund/150336
150296,南方中证国有企业改革B,11-27,1.4711,0.77%,11.79%,6.11%,63.02%,64.37%,45.48%,https://www.howbuy.com/fund/150296
150297,南方中证互联网指数分级A,11-27,1.0416,0.11%,0.45%,1.35%,2.73%,5.57%,5.03%,https://www.howbuy.com/fund/150297
150335,融通军工分级A,11-27,1.0530,0.10%,0.48%,1.35%,2.73%,5.58%,4.99%,https://www.howbuy.com/fund/150335
150293,南方中证高铁产业分级A,11-27,1.0544,0.10%,0.45%,1.34%,2.70%,5.51%,4.98%,https://www.howbuy.com/fund/150293
150167,银华沪深300指数分级A,11-27,1.0000,0.08%,0.47%,1.24%,2.53%,4.98%,4.57%,https://www.howbuy.com/fund/150167
150295,南方中证国有企业改革A,11-27,1.0495,0.10%,0.41%,1.22%,2.47%,5.02%,4.53%,https://www.howbuy.com/fund/150295
150217,交银国证新能源指数分级A,11-27,1.0030,0.10%,0.38%,1.16%,2.26%,4.58%,4.08%,https://www.howbuy.com/fund/150217
150294,南方中证高铁产业分级B,11-27,0.3326,3.39%,9.08%,-8.65%,15.77%,-9.84%,-23.89%,https://www.howbuy.com/fund/150294
150298,南方中证互联网指数分级B,11-27,0.8902,-3.61%,-3.19%,-16.97%,37.40%,42.81%,24.93%,https://www.howbuy.com/fund/150298
150282,长盛中证金融地产分级B,11-26,1.0310,2.79%,8.64%,12.68%,77.76%,46.66%,29.20%,https://www.howbuy.com/fund/150282
150032,嘉实多利分级债券优先,11-26,1.0334,0.09%,0.41%,1.23%,2.50%,5.01%,4.52%,https://www.howbuy.com/fund/150032
150281,长盛中证金融地产分级A,11-26,1.0490,0.00%,0.38%,1.16%,2.44%,5.00%,4.48%,https://www.howbuy.com/fund/150281
150033,嘉实多利分级债券进取,11-26,0.9849,0.35%,5.60%,-1.29%,19.21%,31.78%,25.43%,https://www.howbuy.com/fund/150033
150031,银华中证等权90指数鑫利,11-25,1.0000,0.76%,5.81%,7.97%,73.58%,84.17%,60.41%,https://www.howbuy.com/fund/150031
150247,工银中证传媒指数分级A,11-25,1.0000,0.10%,0.48%,1.33%,2.71%,5.50%,4.96%,https://www.howbuy.com/fund/150247
150030,银华中证等权90指数金利,11-25,1.0000,0.09%,0.48%,1.26%,2.45%,5.00%,4.50%,https://www.howbuy.com/fund/150030
150248,工银中证传媒指数分级B,11-25,1.0000,-4.45%,-9.09%,-22.58%,12.84%,26.40%,2.87%,https://www.howbuy.com/fund/150248
150094,泰信基本面400A,11-23,1.0440,0.00%,0.38%,1.16%,2.45%,4.90%,4.40%,https://www.howbuy.com/fund/150094
150095,泰信基本面400B,11-23,1.3020,1.24%,9.97%,-1.96%,56.30%,60.94%,37.63%,https://www.howbuy.com/fund/150095
150343,融通证券分级A,11-18,1.0510,0.10%,0.48%,1.35%,2.64%,5.49%,4.79%,https://www.howbuy.com/fund/150343
150263,华宝中证1000指数分级A,11-18,1.0512,0.10%,0.47%,1.33%,2.70%,5.50%,4.84%,https://www.howbuy.com/fund/150263
150344,融通证券分级B,11-18,1.4410,-0.35%,-6.43%,-12.83%,77.46%,86.90%,43.38%,https://www.howbuy.com/fund/150344
150264,华宝中证1000指数分级B,11-18,0.9404,0.30%,-6.70%,-20.59%,30.90%,73.60%,46.78%,https://www.howbuy.com/fund/150264
150050,南方新兴消费进取,11-13,2.2880,0.22%,3.91%,16.97%,80.16%,131.74%,130.33%,https://www.howbuy.com/fund/150050
150146,招商沪深300高贝塔分级B,11-13,1.3518,-0.71%,-1.87%,3.30%,47.61%,69.63%,34.76%,https://www.howbuy.com/fund/150146
150145,招商沪深300高贝塔分级A,11-13,1.0456,0.09%,0.40%,1.22%,2.47%,5.02%,4.34%,https://www.howbuy.com/fund/150145
150049,南方新兴消费收益,11-13,1.0320,0.10%,0.39%,1.18%,2.38%,4.70%,4.09%,https://www.howbuy.com/fund/150049
150232,申万中证申万电子分级B,11-09,1.1120,16.03%,14.22%,5.79%,81.61%,111.26%,82.29%,https://www.howbuy.com/fund/150232
150231,申万中证申万电子分级A,11-09,1.0218,0.08%,0.37%,1.14%,2.07%,4.29%,3.63%,https://www.howbuy.com/fund/150231
150317,交银中证互联网金融分级A,11-05,1.0460,0.10%,0.48%,1.36%,2.75%,5.49%,4.57%,https://www.howbuy.com/fund/150317
164907,交银中证互联网金融分级,11-05,0.9550,-0.10%,1.49%,-6.28%,15.48%,11.27%,10.39%,https://www.howbuy.com/fund/164907
150318,交银中证互联网金融分级B,11-05,0.8640,-0.35%,2.73%,-14.12%,35.85%,19.34%,18.52%,https://www.howbuy.com/fund/150318
150188,招商可转债分级债券A,11-04,1.0400,0.10%,0.39%,1.07%,2.26%,4.49%,3.79%,https://www.howbuy.com/fund/150188
150189,招商可转债分级债券B,11-04,1.2330,-0.48%,2.49%,-7.92%,14.48%,33.47%,14.70%,https://www.howbuy.com/fund/150189
150325,工银中证高铁产业分级A,11-03,1.0460,0.11%,0.49%,1.34%,2.76%,5.53%,4.63%,https://www.howbuy.com/fund/150325
164820,工银中证高铁产业分级,11-03,0.8894,-1.11%,-0.65%,-4.51%,-3.93%,-6.36%,-9.70%,https://www.howbuy.com/fund/164820
150326,工银中证高铁产业分级B,11-03,0.7329,-2.79%,-2.21%,-11.76%,-12.10%,-19.12%,-24.38%,https://www.howbuy.com/fund/150326
502037,大成中证互联网金融分级A,10-29,1.0478,0.11%,0.43%,1.33%,2.70%,5.50%,4.54%,https://www.howbuy.com/fund/502037
502036,大成中证互联网金融分级,10-29,1.0087,-2.96%,2.07%,-1.55%,22.44%,15.47%,14.99%,https://www.howbuy.com/fund/502036
502038,大成中证互联网金融分级B,10-29,0.9697,-6.06%,3.92%,-4.48%,54.58%,28.45%,28.93%,https://www.howbuy.com/fund/502038
150185,申万菱信中证环保分级B,10-21,1.9441,-6.19%,0.10%,8.48%,67.36%,94.51%,61.82%,https://www.howbuy.com/fund/150185
